date,total_spending,day_of_week,month,day,week,quarter,year,is_weekend,is_month_end,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2018-08-30,115130.08,3,8,30,35,3,2018,0,0,40027.3,5264.360000000001,74422.38,25532.48285714286,46214.072
2018-08-31,72822.54000000001,4,8,31,35,3,2018,0,1,115130.08,3510.55,11083.11,41227.58571428571,47570.99533333334
2018-09-01,236406.74,5,9,1,35,3,2018,1,0,72822.54000000001,5949.5199999999995,83127.69,51129.298571428575,49628.97633333333
2018-09-02,86221.75,6,9,2,35,3,2018,1,0,236406.74,47602.06,82587.73999999999,84051.75857142858,54738.278000000006
2018-09-03,21063.78,0,9,3,36,3,2018,0,0,86221.75,23707.37,18812.54,89568.85714285714,54859.41166666667
2018-09-04,20957.91,1,9,4,36,3,2018,0,0,21063.78,52666.22,207792.94,89191.20142857141,54934.453
2018-09-05,41654.56,2,9,5,36,3,2018,0,0,20957.91,40027.3,100574.26,84661.44285714286,48706.61866666667
2018-09-06,68301.28,3,9,6,36,3,2018,0,0,41654.56,115130.08,5652.95,84893.90857142859,46742.62866666667
2018-09-07,12642.310000000001,4,9,7,36,3,2018,0,0,68301.28,72822.54000000001,20122.43,78204.07999999999,48830.90633333333
2018-09-08,6782.710000000001,5,9,8,36,3,2018,1,0,12642.310000000001,236406.74,30893.0,69606.90428571429,48581.569
2018-09-09,6006.570000000001,6,9,9,36,3,2018,1,0,6782.710000000001,86221.75,79948.37,36803.47142857143,47777.89266666667
2018-09-10,10424.58,0,9,10,37,3,2018,0,0,6006.570000000001,21063.78,11374.52,25344.16,45313.166000000005
