date,total_spending
2018-03-26,20200.64
2018-03-27,75693.07
2018-03-28,53648.81
2018-03-29,102562.33
2018-03-30,100173.72
2018-03-31,107359.28
2018-04-01,30894.64
2018-04-02,75090.87000000001
2018-04-03,284168.46
2018-04-04,213252.93000000002
2018-04-05,24742.35
2018-04-06,16507.25
2018-04-07,21804.86
2018-04-08,71718.12999999999
2018-04-09,12645.07
2018-04-10,64209.80999999999
2018-04-11,87290.87
2018-04-12,72181.77
2018-04-13,66098.3
2018-04-14,7651.43
2018-04-15,20435.96
2018-04-16,17538.34
2018-04-17,18589.87
2018-04-18,23218.600000000002
2018-04-19,57722.92
2018-04-20,26746.690000000002
2018-04-21,31015.35
2018-04-22,51762.340000000004
2018-04-23,29354.739999999998
2018-04-24,14869.85
2018-04-25,15125.350000000002
2018-04-26,106545.8
2018-04-27,123505.04000000001
2018-04-28,65696.39
2018-04-29,111680.42
2018-04-30,72639.27
2018-05-01,205259.84
2018-05-02,118613.01000000001
2018-05-03,80263.43
2018-05-04,52470.77
2018-05-05,60780.4
2018-05-06,77971.33
2018-05-07,47393.42
2018-05-08,77476.97
2018-05-09,69389.34
2018-05-10,10244.210000000001
2018-05-11,82048.22
2018-05-12,28327.35
2018-05-13,21070.309999999998
2018-05-14,27643.829999999998
2018-05-15,56430.44
2018-05-16,54275.42
2018-05-17,46604.17
2018-05-18,61701.64000000001
2018-05-19,29187.5
2018-05-20,4747.52
2018-05-21,67591.18000000001
2018-05-22,39241.13
2018-05-23,115790.33
2018-05-24,26908.719999999998
2018-05-25,56978.520000000004
2018-05-26,17624.25
2018-05-27,46420.58
2018-05-28,94639.26
2018-05-29,60523.69
2018-05-30,98305.28
2018-05-31,48959.56
2018-06-01,23983.559999999998
2018-06-02,280895.75
2018-06-03,14135.27
2018-06-04,101675.56999999999
2018-06-05,25571.480000000003
2018-06-06,38774.74
2018-06-07,30240.21
2018-06-08,74486.04
2018-06-09,71579.22
2018-06-10,74476.45999999999
2018-06-11,68726.94
2018-06-12,51691.29
2018-06-13,18258.71
2018-06-14,3166.1
2018-06-15,92118.78
2018-06-16,17933.71
2018-06-17,53602.119999999995
2018-06-18,28897.5
2018-06-19,41919.78
2018-06-20,95997.75
2018-06-21,8170.71
2018-06-22,58804.020000000004
2018-06-23,74513.53
2018-06-24,93235.83
2018-06-25,55335.43
2018-06-26,66016.0
2018-06-27,41868.05
2018-06-28,53962.82
2018-06-29,57745.08
2018-06-30,39548.94
2018-07-01,55118.990000000005
2018-07-02,30379.18
2018-07-03,44929.63
2018-07-04,308985.30000000005
2018-07-05,3388.6099999999997
2018-07-06,67680.68
2018-07-07,10595.55
2018-07-08,121503.05
2018-07-09,9383.76
2018-07-10,13646.64
2018-07-11,23869.7
2018-07-12,20552.649999999998
2018-07-13,134785.63
2018-07-14,43626.14
2018-07-15,104514.06999999999
2018-07-16,8837.4
2018-07-17,22950.79
2018-07-18,15316.0
2018-07-19,63233.14
2018-07-20,58882.3
2018-07-21,16577.710000000003
2018-07-22,5116.7699999999995
2018-07-23,22788.89
2018-07-24,77167.34
2018-07-25,25072.260000000002
2018-07-26,139235.87
2018-07-27,64759.630000000005
2018-07-28,31096.65
2018-07-29,27283.100000000002
2018-07-30,60092.49
2018-07-31,74422.38
2018-08-01,11083.11
2018-08-02,83127.69
2018-08-03,82587.73999999999
2018-08-04,18812.54
2018-08-05,207792.94
2018-08-06,100574.26
2018-08-07,5652.95
2018-08-08,20122.43
2018-08-09,30893.0
2018-08-10,79948.37
2018-08-11,11374.52
2018-08-12,4347.75
2018-08-13,73658.38
2018-08-14,32205.37
2018-08-15,49617.16
2018-08-16,75863.27
2018-08-17,108620.01000000001
2018-08-18,11808.939999999999
2018-08-19,32368.93
2018-08-20,14775.74
2018-08-21,41423.35
2018-08-22,36613.95
2018-08-23,5264.360000000001
2018-08-24,3510.55
2018-08-25,5949.5199999999995
2018-08-26,47602.06
2018-08-27,23707.37
2018-08-28,52666.22
2018-08-29,40027.3
2018-08-30,115130.08
2018-08-31,72822.54000000001
2018-09-01,236406.74
2018-09-02,86221.75
2018-09-03,21063.78
2018-09-04,20957.91
2018-09-05,41654.56
2018-09-06,68301.28
2018-09-07,12642.310000000001
2018-09-08,6782.710000000001
2018-09-09,6006.570000000001
2018-09-10,10424.58
2018-09-11,13695.87
2018-09-12,46734.67
2018-09-13,72699.07
2018-09-14,71348.92
2018-09-15,66163.39
2018-09-16,80088.04000000001
2018-09-17,14807.57
2018-09-18,20599.69
2018-09-19,20131.72
2018-09-20,17224.55
2018-09-21,34377.91
2018-09-22,19162.14
2018-09-23,29306.12
2018-09-24,105663.79999999999
2018-09-25,20036.67
2018-09-26,61288.95
2018-09-27,39725.57
2018-09-28,140191.63999999998
2018-09-29,87697.93000000001
2018-09-30,55332.520000000004
2018-10-01,53940.99
2018-10-02,23902.65
2018-10-03,38619.19
2018-10-04,84017.15
2018-10-05,74059.76
2018-10-06,7274.17
2018-10-07,8622.49
2018-10-08,27908.2
2018-10-09,16514.25
2018-10-10,9023.91
2018-10-11,51952.58
2018-10-12,112766.47
2018-10-13,103843.72
2018-10-14,9424.349999999999
2018-10-15,14770.09
2018-10-16,14414.26
2018-10-17,28881.100000000002
2018-10-18,21165.62
2018-10-19,101837.78
2018-10-20,12199.62
2018-10-21,11128.11
2018-10-22,55331.799999999996
2018-10-23,59896.59
2018-10-24,28301.84
2018-10-25,26493.67
2018-10-26,54477.17999999999
2018-10-27,7765.45
2018-10-28,45008.72
2018-10-29,13603.42
2018-10-30,78172.06999999999
2018-10-31,83838.61
2018-11-01,100843.55
2018-11-02,34254.3
2018-11-03,30998.859999999997
2018-11-04,19708.01
2018-11-05,339903.13
2018-11-06,20240.67
2018-11-07,86720.49
2018-11-08,23330.41
2018-11-09,179284.77
2018-11-10,29669.739999999998
2018-11-11,88372.58
2018-11-12,25195.68
2018-11-13,20217.05
2018-11-14,17557.6
2018-11-15,18402.46
2018-11-16,13627.44
2018-11-17,16788.38
2018-11-18,46746.44
2018-11-19,19645.59
2018-11-20,13225.36
2018-11-21,34785.75
2018-11-22,4994.02
2018-11-23,80873.78
2018-11-24,32207.8
2018-11-25,11064.310000000001
2018-11-26,54690.549999999996
2018-11-27,55388.24
2018-11-28,64272.770000000004
2018-11-29,54881.189999999995
2018-11-30,20793.71
2018-12-01,190986.99
2018-12-02,54105.920000000006
2018-12-03,31403.45
2018-12-04,339758.43
2018-12-05,89145.67
2018-12-06,61328.53
2018-12-07,56401.91
2018-12-08,42566.44
2018-12-09,14870.859999999999
2018-12-10,30263.85
2018-12-11,13228.699999999999
2018-12-12,29722.05
2018-12-13,25653.2
2018-12-14,44461.92
2018-12-15,39768.77
2018-12-16,171339.63999999998
2018-12-17,66877.86
2018-12-18,17835.13
2018-12-19,54607.619999999995
2018-12-20,11696.69
2018-12-21,48212.15
2018-12-22,108414.83
2018-12-23,9190.03
2018-12-24,26539.64
2018-12-25,14456.0
2018-12-26,33441.58
2018-12-27,39512.6
2018-12-28,46531.44
2018-12-29,78103.43000000001
2018-12-30,71375.48
2018-12-31,38689.72
2019-01-01,4845.87
2019-01-02,68223.21
2019-01-03,241757.04
2019-01-04,229582.93
2019-01-05,262439.57
2019-01-06,19677.3
2019-01-07,11174.24
2019-01-08,48702.119999999995
2019-01-09,20094.2
2019-01-10,12346.769999999999
2019-01-11,46341.77
2019-01-12,22942.86
2019-01-13,29084.07
2019-01-14,84865.17
2019-01-15,89728.26000000001
2019-01-16,21656.07
2019-01-17,12181.400000000001
2019-01-18,75042.34
2019-01-19,16539.08
2019-01-20,11493.66
2019-01-21,13395.27
2019-01-22,24648.35
2019-01-23,8580.39
2019-01-24,35446.82
2019-01-25,17094.989999999998
2019-01-26,28507.92
2019-01-27,91728.97
2019-01-28,23990.54
2019-01-29,38849.42
2019-01-30,62231.25
2019-01-31,56375.67
2019-02-01,81741.82
2019-02-02,8875.66
2019-02-03,214109.12
2019-02-04,63049.0
2019-02-05,252298.75
2019-02-06,6972.54
2019-02-07,9144.75
2019-02-08,40561.08
2019-02-09,22059.379999999997
2019-02-10,6670.389999999999
2019-02-11,11857.95
2019-02-12,82176.79
2019-02-13,3491.1900000000005
2019-02-14,28199.39
2019-02-15,65331.83
2019-02-16,22647.13
2019-02-17,23951.94
2019-02-18,9729.07
2019-02-19,61646.95
2019-02-20,19758.03
2019-02-21,14421.480000000001
2019-02-22,62932.43
2019-02-23,17746.55
2019-02-24,49682.509999999995
2019-02-25,70625.62
2019-02-26,85366.81
2019-02-27,44223.36
2019-02-28,92637.0
2019-03-01,58067.92
2019-03-02,50131.520000000004
2019-03-03,151256.56999999998
2019-03-04,32742.519999999997
2019-03-05,141390.66
2019-03-06,62707.38
2019-03-07,38349.2
2019-03-08,35838.17
2019-03-09,45446.75
2019-03-10,49539.34
2019-03-11,5326.99
2019-03-12,34641.28
2019-03-13,60164.840000000004
2019-03-14,111088.09
2019-03-15,66885.58
2019-03-16,25833.739999999998
2019-03-17,12909.54
2019-03-18,17796.69
2019-03-19,107731.46
2019-03-20,36597.15
2019-03-21,67376.74
2019-03-22,24299.47
2019-03-23,26998.2
2019-03-24,25033.64
2019-03-25,69011.12
2019-03-26,18465.99
2019-03-27,13018.65
2019-03-28,33399.19
2019-03-29,84025.3
2019-03-30,22264.809999999998
2019-03-31,89522.04
2019-04-01,119145.49
2019-04-02,82409.23
2019-04-03,297573.71
2019-04-04,16815.57
2019-04-05,25003.42
2019-04-06,35302.11
2019-04-07,17204.35
2019-04-08,28983.68
2019-04-09,6626.13
2019-04-10,55746.350000000006
2019-04-11,47721.05
2019-04-12,63996.74
2019-04-13,35130.47
2019-04-14,25795.59
2019-04-15,25888.59
2019-04-16,91521.20000000001
2019-04-17,35570.05
2019-04-18,76694.4
2019-04-19,101085.2
2019-04-20,22093.06
2019-04-21,43966.47
2019-04-22,30128.15
2019-04-23,16667.93
2019-04-24,5242.43
2019-04-25,32482.61
2019-04-26,97494.87
2019-04-27,93967.49
2019-04-28,40302.31
2019-04-29,38602.21
2019-04-30,67424.87
2019-05-01,8123.6
2019-05-02,66803.37
2019-05-03,66109.75
2019-05-04,229729.98
2019-05-05,6140.13
2019-05-06,42965.26
2019-05-07,43295.9
2019-05-08,8275.84
2019-05-09,42573.98
2019-05-10,56964.630000000005
2019-05-11,14898.18
2019-05-12,29540.56
2019-05-13,5004.02
2019-05-14,5509.9
2019-05-15,36633.16
2019-05-16,24485.420000000002
2019-05-17,36000.63
2019-05-18,36518.85
2019-05-19,22809.11
2019-05-20,11524.029999999999
2019-05-21,15744.86
2019-05-22,16322.66
2019-05-23,16251.029999999999
2019-05-24,96603.84
2019-05-25,47684.37
2019-05-26,8366.71
2019-05-27,38272.18
2019-05-28,6155.12
2019-05-29,94811.97
2019-05-30,86275.14
2019-05-31,13676.23
2019-06-01,37369.61
2019-06-02,134109.7
2019-06-03,69300.08
2019-06-04,218423.22
2019-06-05,91674.18000000001
2019-06-06,38282.72
2019-06-07,55268.21
2019-06-08,37895.65
2019-06-09,15313.95
2019-06-10,15163.480000000001
2019-06-11,32975.22
2019-06-12,13166.31
2019-06-13,58509.670000000006
2019-06-14,15605.43
2019-06-15,57542.34
2019-06-16,23381.690000000002
2019-06-17,26416.8
2019-06-18,33962.17
2019-06-19,25779.78
2019-06-20,46491.67
2019-06-21,62999.95999999999
2019-06-22,85252.47
2019-06-23,18252.34
2019-06-24,33176.2
2019-06-25,51342.95
2019-06-26,40614.02
2019-06-27,37201.82
2019-06-28,66943.4
2019-06-29,82490.81
2019-06-30,49778.200000000004
2019-07-01,56114.59
2019-07-02,368455.3
2019-07-03,57423.19
2019-07-04,52790.37
2019-07-05,136547.43
2019-07-06,15596.69
2019-07-07,32656.21
2019-07-08,35798.93
2019-07-09,19772.95
2019-07-10,10202.76
2019-07-11,71833.0
2019-07-12,13588.13
2019-07-13,55450.95
2019-07-14,22328.28
2019-07-15,22398.1
2019-07-16,14858.26
2019-07-17,17194.19
2019-07-18,7944.099999999999
2019-07-19,141233.51
2019-07-20,20534.7
2019-07-21,41415.6
2019-07-22,88438.07
2019-07-23,7205.21
2019-07-24,23342.37
2019-07-25,9625.97
2019-07-26,41217.36
2019-07-27,49218.87
2019-07-28,49422.65
2019-07-29,50072.76
2019-07-30,30176.69
2019-07-31,30615.59
2019-08-01,4155.9
2019-08-02,171955.03
2019-08-03,42371.94
2019-08-04,240631.18
2019-08-05,159502.25
2019-08-06,13124.47
2019-08-07,14737.05
2019-08-08,8543.43
2019-08-09,35014.61
2019-08-10,15391.3
2019-08-11,31447.03
2019-08-12,20774.66
2019-08-13,53201.329999999994
2019-08-14,23459.75
2019-08-15,70740.97
2019-08-16,72755.34999999999
2019-08-17,14038.47
2019-08-18,20022.85
2019-08-19,41091.590000000004
2019-08-20,11524.02
2019-08-21,31541.609999999997
2019-08-22,59824.979999999996
2019-08-23,60761.17
2019-08-24,10209.62
2019-08-25,11614.99
2019-08-26,11644.560000000001
2019-08-27,97066.36
2019-08-28,112593.84
2019-08-29,50591.54
2019-08-30,175217.53
2019-08-31,49235.65
2019-09-01,251018.09000000003
2019-09-02,311712.14999999997
2019-09-03,35871.94
2019-09-04,81141.12000000001
2019-09-05,129057.7
2019-09-06,40680.15
2019-09-07,39592.2
2019-09-08,20150.84
2019-09-09,42614.479999999996
2019-09-10,15967.310000000001
2019-09-11,11169.86
2019-09-12,42055.24
2019-09-13,100852.71999999999
2019-09-14,37480.4
2019-09-15,131131.75
2019-09-16,25793.59
2019-09-17,20472.13
2019-09-18,35433.09
2019-09-19,45741.72
2019-09-20,37644.07
2019-09-21,22043.05
2019-09-22,15963.34
2019-09-23,14340.67
2019-09-24,11147.74
2019-09-25,41897.15
2019-09-26,19507.53
2019-09-27,148299.94
2019-09-28,29025.269999999997
2019-09-29,55373.619999999995
2019-09-30,48834.270000000004
2019-10-14,44286.7
2019-10-15,63821.100000000006
2019-10-16,59064.94
2019-10-21,18776.31
2019-10-22,29956.29
2019-10-23,27919.3
2019-10-25,5557.06
2019-10-27,22387.39
2019-11-01,35910.83
2019-11-02,29330.11
2019-11-03,16700.17
2019-11-05,46249.96
2019-11-06,13526.99
2019-11-08,26381.989999999998
2019-11-10,34231.0
