transaction_id,transaction_date,transaction_time,merchant,description,amount,currency,payment_method,transaction_type,category,city,state,country,day,week,month,weekend,merchant_freq,avg_expense,rolling_avg,month_end,salary_week,festival_season
TXN000030,2018-01-10,19:13:14,Ajio,POS Purchase Ajio,545.07,INR,Credit Card,Debit,Shopping,Chennai,Tamil Nadu,India,10,2,1,0,70,4989.675895714285,1558.9399999999998,0,0,0
TXN000031,2018-01-11,11:22:38,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4310.62,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,11,2,1,0,693,4989.675895714285,2572.6266666666666,0,0,0
TXN000032,2018-01-11,11:31:09,Bharat Gas,Auto Debit Bharat Gas,766.94,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,11,2,1,0,100,4989.675895714285,1874.2099999999998,0,0,0
TXN000033,2018-01-12,09:36:28,Employer Salary Credit,NEFT Salary Credit,46314.09,INR,NEFT,Credit,Salary,Jaipur,Rajasthan,India,12,2,1,0,163,4989.675895714285,17130.55,0,0,0
TXN000034,2018-01-12,18:56:24,BPCL,UPI/Paytm/BPCL,2959.23,INR,UPI,Debit,Fuel,Bengaluru,Karnataka,India,12,2,1,0,118,4989.675895714285,16680.086666666666,0,0,0
TXN000035,2018-01-13,06:30:17,Municipal Water Department,Auto Debit Municipal Water Department,214.83,INR,Auto Debit,Debit,Bills,Hyderabad,Telangana,India,13,2,1,1,155,4989.675895714285,16496.05,0,0,0
TXN000036,2018-01-13,08:04:52,Chaayos,POS Purchase Chaayos,138.51,INR,Credit Card,Debit,Food,Nagpur,Maharashtra,India,13,2,1,1,68,4989.675895714285,1104.19,0,0,0
TXN000037,2018-01-13,21:20:04,EatClub,UPI/Paytm/EatClub,320.8,INR,UPI,Debit,Food,Hyderabad,Telangana,India,13,2,1,1,81,4989.675895714285,224.71333333333334,0,0,0
TXN000038,2018-01-14,06:42:04,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4362.49,INR,Auto Debit,Debit,Bills,Surat,Gujarat,India,14,2,1,1,693,4989.675895714285,1607.2666666666664,0,0,0
TXN000039,2018-01-15,10:59:29,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,14256.14,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,15,3,1,0,693,4989.675895714285,6313.143333333333,0,0,0
TXN000040,2018-01-16,16:30:30,Blinkit,UPI Collect Blinkit,1365.12,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India,16,3,1,0,140,4989.675895714285,6661.25,0,0,0
TXN000041,2018-01-17,06:55:28,BSNL,Auto Debit BSNL,630.2,INR,Auto Debit,Debit,Bills,Lucknow,Uttar Pradesh,India,17,3,1,0,111,4989.675895714285,5417.153333333333,0,0,0
TXN000042,2018-01-17,07:58:33,Bharat Gas,UPI/DR/858662013185/Bharat Gas,740.72,INR,UPI,Debit,Bills,Nagpur,Maharashtra,India,17,3,1,0,100,4989.675895714285,912.0133333333333,0,0,0
TXN000043,2018-01-17,10:51:30,Spotify,Auto Debit Spotify,152.69,INR,Auto Debit,Debit,Subscription,Nagpur,Maharashtra,India,17,3,1,0,96,4989.675895714285,507.87000000000006,0,0,0
TXN000044,2018-01-18,11:15:31,Bharat Gas,Auto Debit Bharat Gas,719.03,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,18,3,1,0,100,4989.675895714285,537.48,0,0,0
TXN000045,2018-01-19,09:04:53,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4425.22,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,19,3,1,0,693,4989.675895714285,1765.6466666666668,0,0,0
TXN000046,2018-01-19,09:16:21,Employer Salary Credit,NEFT Salary Credit,43239.03,INR,NEFT,Credit,Salary,Jaipur,Rajasthan,India,19,3,1,0,163,4989.675895714285,16127.76,0,0,0
TXN000047,2018-01-19,09:51:41,Airtel,Auto Debit Airtel,486.59,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,19,3,1,0,175,4989.675895714285,16050.279999999999,0,0,0
TXN000048,2018-01-20,06:07:32,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,15776.17,INR,Auto Debit,Debit,Bills,Mumbai,Maharashtra,India,20,3,1,1,693,4989.675895714285,19833.93,0,0,0
TXN000049,2018-01-20,06:49:51,House Rent Payment,IMPS Transfer House Rent Payment,46734.63,INR,IMPS,Debit,Rent,Lucknow,Uttar Pradesh,India,20,3,1,1,165,4989.675895714285,20999.13,0,0,0
TXN000050,2018-01-20,09:42:59,Airtel,UPI Collect Airtel,517.81,INR,UPI,Debit,Bills,Jaipur,Rajasthan,India,20,3,1,1,175,4989.675895714285,21009.536666666667,0,0,0
TXN000051,2018-01-20,10:38:32,Spotify,Auto Debit Spotify,162.04,INR,Auto Debit,Debit,Subscription,Delhi,Delhi,India,20,3,1,1,96,4989.675895714285,15804.826666666666,0,0,0
TXN000052,2018-01-20,13:28:51,Ace Hardware India,Debit Card POS Ace Hardware India,520.99,INR,Debit Card,Debit,Miscellaneous,Hyderabad,Telangana,India,20,3,1,1,59,4989.675895714285,400.28,0,0,0
TXN000053,2018-01-21,07:02:52,HP Gas,UPI Payment HP Gas,716.67,INR,UPI,Debit,Bills,Surat,Gujarat,India,21,3,1,1,84,4989.675895714285,466.5666666666666,0,0,0
TXN000054,2018-01-21,09:53:42,Home Depot India,POS Purchase Home Depot India,506.48,INR,Debit Card,Debit,Miscellaneous,Delhi,Delhi,India,21,3,1,1,49,4989.675895714285,581.38,0,0,0
TXN000055,2018-01-21,13:05:51,Local Hardware Store,UPI Payment Local Hardware Store,530.22,INR,UPI,Debit,Miscellaneous,Bengaluru,Karnataka,India,21,3,1,1,46,4989.675895714285,584.4566666666666,0,0,0
TXN000056,2018-01-22,12:17:22,Domino's India,UPI/DR/900595246665/Domino's India,327.31,INR,UPI,Debit,Food,Surat,Gujarat,India,22,4,1,0,98,4989.675895714285,454.67,0,0,0
TXN000057,2018-01-22,14:25:09,Burger King,Debit Card POS Burger King,675.94,INR,Debit Card,Debit,Food,Ahmedabad,Gujarat,India,22,4,1,0,92,4989.675895714285,511.15666666666675,0,0,0
TXN000058,2018-01-22,14:50:07,Burger King,UPI/Paytm/Burger King,339.7,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,22,4,1,0,92,4989.675895714285,447.65000000000003,0,0,0
TXN000059,2018-01-23,08:24:21,Cafe Coffee Day,UPI Collect Cafe Coffee Day,624.65,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,23,4,1,0,117,4989.675895714285,546.7633333333334,0,0,0
TXN000060,2018-01-23,13:07:10,EatClub,UPI Collect EatClub,324.49,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,23,4,1,0,81,4989.675895714285,429.6133333333334,0,0,0
TXN000061,2018-01-23,22:56:56,Cafe Coffee Day,POS Purchase Cafe Coffee Day,649.89,INR,Credit Card,Debit,Food,Bengaluru,Karnataka,India,23,4,1,0,117,4989.675895714285,533.0100000000001,0,0,0
TXN000062,2018-01-24,08:57:29,Airtel,Auto Debit Airtel,590.54,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,24,4,1,0,175,4989.675895714285,521.64,0,0,0
TXN000063,2018-01-24,14:47:16,Blinkit,UPI Payment Blinkit,1295.04,INR,UPI,Debit,Groceries,Bengaluru,Karnataka,India,24,4,1,0,140,4989.675895714285,845.1566666666668,0,0,0
TXN000064,2018-01-24,21:14:12,BigBasket,Debit Card POS BigBasket,1285.81,INR,Debit Card,Debit,Groceries,Mumbai,Maharashtra,India,24,4,1,0,146,4989.675895714285,1057.13,0,0,0
TXN000065,2018-01-25,11:30:56,Ace Hardware India,POS Purchase Ace Hardware India,525.95,INR,Credit Card,Debit,Miscellaneous,Kochi,Kerala,India,25,4,1,0,59,4989.675895714285,1035.6000000000001,0,1,0
TXN000066,2018-01-26,06:47:59,Adani Electricity,Electricity Bill Adani Electricity,5504.99,INR,Auto Debit,Debit,Bills,Indore,Madhya Pradesh,India,26,4,1,0,98,4989.675895714285,2438.9166666666665,0,1,0
TXN000067,2018-01-26,20:06:56,Amazon Prime,POS Purchase Amazon Prime,313.18,INR,Debit Card,Debit,Entertainment,Kolkata,West Bengal,India,26,4,1,0,39,4989.675895714285,2114.706666666667,0,1,0
TXN000068,2018-01-27,14:55:32,Amazon India,UPI Collect Amazon India,1538.01,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India,27,4,1,1,123,4989.675895714285,2452.06,0,1,0
TXN000069,2018-01-28,20:55:43,Indian Oil,UPI Payment Indian Oil,2846.64,INR,UPI,Debit,Fuel,Mumbai,Maharashtra,India,28,4,1,1,162,4989.675895714285,1565.9433333333334,0,1,0
TXN000070,2018-01-28,21:05:10,Faasos,UPI Payment Faasos,383.34,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,28,4,1,1,80,4989.675895714285,1589.33,0,1,0
TXN000071,2018-01-29,08:46:28,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,4438.24,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,29,5,1,0,693,4989.675895714285,2556.0733333333333,0,1,0
TXN000072,2018-01-29,10:26:52,BSNL,UPI/Paytm/BSNL,646.11,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India,29,5,1,0,111,4989.675895714285,1822.5633333333333,0,1,0
TXN000073,2018-01-29,12:13:22,Flipkart,UPI/Paytm/Flipkart,495.96,INR,UPI,Debit,Shopping,Jaipur,Rajasthan,India,29,5,1,0,108,4989.675895714285,1860.1033333333332,0,1,0
TXN000074,2018-01-29,12:27:10,Amazon India,POS Purchase Amazon India,1522.08,INR,Credit Card,Debit,Shopping,Surat,Gujarat,India,29,5,1,0,123,4989.675895714285,888.0499999999998,0,1,0
TXN000075,2018-01-29,12:29:14,McDonald's India,UPI/DR/349814531370/McDonald's India,338.88,INR,UPI,Debit,Food,Indore,Madhya Pradesh,India,29,5,1,0,106,4989.675895714285,785.6399999999999,0,1,0
TXN000076,2018-01-29,12:52:27,Faasos,UPI Collect Faasos,408.98,INR,UPI,Debit,Food,Nagpur,Maharashtra,India,29,5,1,0,80,4989.675895714285,756.6466666666666,0,1,0
TXN000077,2018-01-29,13:53:28,Domino's India,POS Purchase Domino's India,674.01,INR,Credit Card,Debit,Food,Noida,Uttar Pradesh,India,29,5,1,0,98,4989.675895714285,473.95666666666665,0,1,0
TXN000078,2018-01-29,17:53:00,Local Hardware Store,UPI Payment Local Hardware Store,504.17,INR,UPI,Debit,Miscellaneous,Nagpur,Maharashtra,India,29,5,1,0,46,4989.675895714285,529.0533333333333,0,1,0
TXN000079,2018-01-29,19:46:40,Myntra,UPI/Paytm/Myntra,1327.84,INR,UPI,Debit,Shopping,Surat,Gujarat,India,29,5,1,0,115,4989.675895714285,835.3399999999998,0,1,0
TXN000080,2018-01-29,22:04:28,Amazon Prime,UPI Collect Amazon Prime,297.72,INR,UPI,Debit,Entertainment,Bengaluru,Karnataka,India,29,5,1,0,39,4989.675895714285,709.91,0,1,0
TXN000081,2018-01-30,14:40:19,Zomato,UPI/Paytm/Zomato,645.12,INR,UPI,Debit,Food,Delhi,Delhi,India,30,5,1,0,117,4989.675895714285,756.8933333333333,0,1,0
TXN000082,2018-01-31,08:30:44,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,2794.01,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,31,5,1,0,693,4989.675895714285,1245.6166666666668,1,1,0
TXN000083,2018-01-31,09:46:10,Ace Hardware India,UPI/Paytm/Ace Hardware India,479.36,INR,UPI,Debit,Miscellaneous,Kochi,Kerala,India,31,5,1,0,59,4989.675895714285,1306.1633333333334,1,1,0
TXN000084,2018-02-01,08:41:12,Adani Electricity,Electricity Bill Adani Electricity,5361.8,INR,Auto Debit,Debit,Bills,Indore,Madhya Pradesh,India,1,5,2,0,98,4989.675895714285,2878.39,0,1,0
TXN000085,2018-02-01,08:48:21,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,1944.21,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,1,5,2,0,693,4989.675895714285,2595.1233333333334,0,1,0
TXN000086,2018-02-01,09:34:19,BigBasket,Debit Card POS BigBasket,895.88,INR,Debit Card,Debit,Groceries,Pune,Maharashtra,India,1,5,2,0,146,4989.675895714285,2733.9633333333336,0,1,0
TXN000087,2018-02-01,10:09:26,Jio,Auto Debit Jio,647.96,INR,Auto Debit,Debit,Bills,Kolkata,West Bengal,India,1,5,2,0,137,4989.675895714285,1162.6833333333336,0,1,0
TXN000088,2018-02-02,00:33:41,Employer Salary Credit,NEFT Salary Credit,46027.55,INR,NEFT,Credit,Salary,Ahmedabad,Gujarat,India,2,5,2,0,163,4989.675895714285,15857.130000000003,0,1,0
TXN000089,2018-02-02,08:47:36,Adani Electricity,Electricity Bill Adani Electricity,4954.67,INR,Auto Debit,Debit,Bills,Chennai,Tamil Nadu,India,2,5,2,0,98,4989.675895714285,17210.06,0,1,0
TXN000090,2018-02-02,09:00:30,Swiggy,POS Purchase Swiggy,213.06,INR,Debit Card,Debit,Food,Delhi,Delhi,India,2,5,2,0,106,4989.675895714285,17065.093333333338,0,1,0
TXN000091,2018-02-02,10:09:59,Jio,Net Banking Payment Jio,626.7,INR,Net Banking,Debit,Bills,Kochi,Kerala,India,2,5,2,0,137,4989.675895714285,1931.4766666666692,0,1,0
TXN000092,2018-02-02,11:26:28,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,1740.69,INR,Net Banking,Debit,Bills,Ahmedabad,Gujarat,India,2,5,2,0,693,4989.675895714285,860.1500000000024,0,1,0
TXN000093,2018-02-02,14:14:07,Barbeque Nation,POS Purchase Barbeque Nation,205.29,INR,Credit Card,Debit,Food,Chennai,Tamil Nadu,India,2,5,2,0,50,4989.675895714285,857.5600000000026,0,1,0
TXN000094,2018-02-02,21:17:43,Starbucks India,UPI/DR/662544181990/Starbucks India,169.79,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,2,5,2,0,70,4989.675895714285,705.256666666669,0,1,0
TXN000095,2018-02-03,07:21:12,House Rent Payment,IMPS Transfer House Rent Payment,46992.92,INR,IMPS,Debit,Rent,Kochi,Kerala,India,3,5,2,1,165,4989.675895714285,15789.333333333336,0,0,0
TXN000096,2018-02-03,12:47:33,Starbucks India,UPI Collect Starbucks India,168.54,INR,UPI,Debit,Food,Mumbai,Maharashtra,India,3,5,2,1,70,4989.675895714285,15777.083333333336,0,0,0
TXN000097,2018-02-03,14:15:46,Local Wine & Beer Shop,UPI/Paytm/Local Wine & Beer Shop,940.6,INR,UPI,Debit,Food,Lucknow,Uttar Pradesh,India,3,5,2,1,66,4989.675895714285,16034.020000000002,0,0,0
TXN000098,2018-02-03,15:59:59,Nature's Basket,UPI Payment Nature's Basket,950.12,INR,UPI,Debit,Groceries,Mumbai,Maharashtra,India,3,5,2,1,143,4989.675895714285,686.4200000000025,0,0,0
TXN000099,2018-02-04,06:53:42,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,5742.74,INR,Auto Debit,Debit,Bills,Hyderabad,Telangana,India,4,5,2,1,693,4989.675895714285,2544.486666666669,0,0,0
TXN000100,2018-02-04,07:45:00,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,1804.15,INR,Auto Debit,Debit,Bills,Delhi,Delhi,India,4,5,2,1,693,4989.675895714285,2832.3366666666693,0,0,0
TXN000101,2018-02-04,08:05:17,Netflix,UPI/DR/391923884043/Netflix,311.82,INR,UPI,Debit,Entertainment,Indore,Madhya Pradesh,India,4,5,2,1,63,4989.675895714285,2619.5700000000024,0,0,0
TXN000102,2018-02-04,12:09:09,Reliance Fresh,UPI/DR/976745072963/Reliance Fresh,1148.99,INR,UPI,Debit,Groceries,Jaipur,Rajasthan,India,4,5,2,1,167,4989.675895714285,1088.3200000000024,0,0,0
TXN000103,2018-02-05,19:16:41,Starbucks India,UPI Collect Starbucks India,165.66,INR,UPI,Debit,Food,Kochi,Kerala,India,5,6,2,0,70,4989.675895714285,542.1566666666691,0,0,0
TXN000104,2018-02-06,09:26:21,Credit Card Bill Payment,Net Banking Payment Credit Card Bill Payment,1818.08,INR,Net Banking,Debit,Bills,Bengaluru,Karnataka,India,6,6,2,0,693,4989.675895714285,1044.2433333333358,0,0,0
TXN000105,2018-02-06,09:28:57,Airtel,UPI Collect Airtel,616.18,INR,UPI,Debit,Bills,Indore,Madhya Pradesh,India,6,6,2,0,175,4989.675895714285,866.6400000000025,0,0,0
TXN000106,2018-02-06,13:15:09,Faasos,UPI Collect Faasos,208.37,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,6,6,2,0,80,4989.675895714285,880.8766666666692,0,0,0
TXN000107,2018-02-06,19:35:05,Burger King,UPI Collect Burger King,178.25,INR,UPI,Debit,Food,Kochi,Kerala,India,6,6,2,0,92,4989.675895714285,334.2666666666691,0,0,0
TXN000108,2018-02-07,06:50:31,Bharat Gas,Auto Debit Bharat Gas,1138.47,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,7,6,2,0,100,4989.675895714285,508.3633333333358,0,0,0
TXN000109,2018-02-07,06:51:18,Jio Fiber,UPI/DR/293822729412/Jio Fiber,1260.98,INR,UPI,Debit,Bills,Bengaluru,Karnataka,India,7,6,2,0,113,4989.675895714285,859.2333333333357,0,0,0
TXN000110,2018-02-07,12:02:38,Myntra,UPI/Paytm/Myntra,518.04,INR,UPI,Debit,Shopping,Bengaluru,Karnataka,India,7,6,2,0,115,4989.675895714285,972.4966666666691,0,0,0
TXN000111,2018-02-08,08:26:45,Local Barbershop,UPI Collect Local Barbershop,1501.5,INR,UPI,Debit,Miscellaneous,Delhi,Delhi,India,8,6,2,0,20,4989.675895714285,1093.506666666669,0,0,0
TXN000112,2018-02-08,14:25:41,Indian Oil,UPI Payment Indian Oil,3640.36,INR,UPI,Debit,Fuel,Kolkata,West Bengal,India,8,6,2,0,162,4989.675895714285,1886.6333333333357,0,0,0
TXN000113,2018-02-09,08:04:25,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,1804.35,INR,Auto Debit,Debit,Bills,Kochi,Kerala,India,9,6,2,0,693,4989.675895714285,2315.403333333336,0,0,0
TXN000114,2018-02-09,09:18:42,Tata Power,Electricity Bill Tata Power,5319.18,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,9,6,2,0,116,4989.675895714285,3587.9633333333354,0,0,0
TXN000115,2018-02-09,19:16:47,Domino's India,UPI Collect Domino's India,330.9,INR,UPI,Debit,Food,Surat,Gujarat,India,9,6,2,0,98,4989.675895714285,2484.810000000002,0,0,0
TXN000116,2018-02-10,08:39:40,Local Wine & Beer Shop,POS Purchase Local Wine & Beer Shop,979.73,INR,Credit Card,Debit,Food,Kolkata,West Bengal,India,10,6,2,1,66,4989.675895714285,2209.936666666669,0,0,0
TXN000117,2018-02-10,08:47:47,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,1784.99,INR,Auto Debit,Debit,Bills,Chennai,Tamil Nadu,India,10,6,2,1,693,4989.675895714285,1031.8733333333357,0,0,0
TXN000118,2018-02-11,10:02:16,Spotify,Auto Debit Spotify,156.6,INR,Auto Debit,Debit,Subscription,Nagpur,Maharashtra,India,11,6,2,1,96,4989.675895714285,973.7733333333357,0,0,0
TXN000119,2018-02-11,19:29:23,EatClub,POS Purchase EatClub,314.87,INR,Debit Card,Debit,Food,Chennai,Tamil Nadu,India,11,6,2,1,81,4989.675895714285,752.1533333333358,0,0,0
TXN000120,2018-02-12,19:57:30,Netflix,UPI/DR/626434801063/Netflix,301.82,INR,UPI,Debit,Entertainment,Ahmedabad,Gujarat,India,12,7,2,0,63,4989.675895714285,257.76333333333577,0,0,0
TXN000121,2018-02-13,07:00:27,Municipal Water Department,Auto Debit Municipal Water Department,226.88,INR,Auto Debit,Debit,Bills,Kolkata,West Bengal,India,13,7,2,0,155,4989.675895714285,281.1900000000024,0,0,0
TXN000122,2018-02-13,11:15:19,Credit Card Bill Payment,Auto Debit Credit Card Bill Payment,1950.44,INR,Auto Debit,Debit,Bills,Pune,Maharashtra,India,13,7,2,0,693,4989.675895714285,826.3800000000024,0,0,0
TXN000123,2018-02-13,14:15:32,Faasos,UPI/Paytm/Faasos,621.07,INR,UPI,Debit,Food,Bengaluru,Karnataka,India,13,7,2,0,80,4989.675895714285,932.796666666669,0,0,0
TXN000124,2018-02-14,06:50:25,BEST,Electricity Bill BEST,5087.95,INR,Auto Debit,Debit,Bills,Bengaluru,Karnataka,India,14,7,2,0,108,4989.675895714285,2553.153333333336,0,0,0
TXN000125,2018-02-14,18:23:11,Amazon India,POS Purchase Amazon India,506.73,INR,Credit Card,Debit,Shopping,Bengaluru,Karnataka,India,14,7,2,0,123,4989.675895714285,2071.9166666666692,0,0,0
TXN000126,2018-02-14,21:39:57,EatClub,UPI/Paytm/EatClub,994.63,INR,UPI,Debit,Food,Chennai,Tamil Nadu,India,14,7,2,0,81,4989.675895714285,2196.4366666666688,0,0,0
