date,total_spending
2018-10-31,83838.61
2018-11-01,75572.59299999983
2018-11-02,34254.3
2018-11-03,30998.859999999997
2018-11-04,19708.01
2018-11-05,94908.89449999975
2018-11-06,20240.67
2018-11-07,59758.76149999992
2018-11-08,23330.41
2018-11-09,100548.39449999975
2018-11-10,29669.739999999998
2018-11-11,65013.93299999983
2018-11-12,25195.68
2018-11-13,20217.05
2018-11-14,17557.6
2018-11-15,18402.46
2018-11-16,13627.44
2018-11-17,16788.38
2018-11-18,46746.44
2018-11-19,19645.59
2018-11-20,13225.36
2018-11-21,34785.75
2018-11-22,4994.02
2018-11-23,57451.92149999992
2018-11-24,32207.8
2018-11-25,11064.310000000001
2018-11-26,53508.301499999914
2018-11-27,55388.24
2018-11-28,64272.770000000004
2018-11-29,54881.189999999995
2018-11-30,20793.71
2018-12-01,60613.522999999834
2018-12-02,35940.11149999992
2018-12-03,31403.45
2018-12-04,125558.25599999967
2018-12-05,65003.28299999983
2018-12-06,47687.85149999992
2018-12-07,35009.03149999992
2018-12-08,41666.811499999916
2018-12-09,14870.859999999999
2018-12-10,30263.85
2018-12-11,13228.699999999999
2018-12-12,29722.05
2018-12-13,25653.2
2018-12-14,44461.92
2018-12-15,39768.77
2018-12-16,115047.49449999975
2018-12-17,46514.271499999915
2018-12-18,17835.13
2018-12-19,40468.981499999914
2018-12-20,11696.69
2018-12-21,26990.671499999917
2018-12-22,81924.15299999983
2018-12-23,9190.03
2018-12-24,26539.64
2018-12-25,14456.0
2018-12-26,33441.58
2018-12-27,39512.6
2018-12-28,46531.44
2018-12-29,78103.43000000001
2018-12-30,71375.48
2018-12-31,38689.72
2019-01-01,4845.87
2019-01-02,51435.09149999992
2019-01-03,77292.83449999975
2019-01-04,81605.32449999976
2019-01-05,75746.72299999984
2019-01-06,19677.3
2019-01-07,11174.24
2019-01-08,34064.051499999914
2019-01-09,20094.2
2019-01-10,12346.769999999999
2019-01-11,31846.131499999916
2019-01-12,22942.86
2019-01-13,29084.07
2019-01-14,50666.411499999915
2019-01-15,49355.78149999992
2019-01-16,21656.07
2019-01-17,12181.400000000001
2019-01-18,50169.15149999992
2019-01-19,16539.08
2019-01-20,11493.66
2019-01-21,13395.27
2019-01-22,24648.35
2019-01-23,8580.39
2019-01-24,35446.82
2019-01-25,17094.989999999998
2019-01-26,28507.92
2019-01-27,89769.02149999992
2019-01-28,23990.54
2019-01-29,38849.42
2019-01-30,62231.25
2019-01-31,56375.67
2019-02-01,56071.35149999992
2019-02-02,8875.66
2019-02-03,47334.51149999992
2019-02-04,37388.911499999915
2019-02-05,48832.061499999916
2019-02-06,6972.54
2019-02-07,9144.75
2019-02-08,40561.08
2019-02-09,22059.379999999997
2019-02-10,6670.389999999999
2019-02-11,11857.95
2019-02-12,59957.061499999916
2019-02-13,3491.1900000000005
2019-02-14,28199.39
2019-02-15,42018.17149999992
2019-02-16,22647.13
2019-02-17,23951.94
2019-02-18,9729.07
2019-02-19,59249.57149999992
2019-02-20,19758.03
2019-02-21,14421.480000000001
2019-02-22,40759.53149999992
2019-02-23,17746.55
2019-02-24,49682.509999999995
2019-02-25,51321.231499999914
2019-02-26,85366.81
2019-02-27,44223.36
2019-02-28,76003.42149999992
2019-03-01,33788.00149999992
2019-03-02,46975.33149999992
2019-03-03,31412.741499999916
2019-03-04,32742.519999999997
2019-03-05,90463.41449999975
2019-03-06,61041.82149999992
2019-03-07,37008.061499999916
2019-03-08,34405.72149999991
2019-03-09,45446.75
2019-03-10,49539.34
2019-03-11,5326.99
2019-03-12,34641.28
2019-03-13,35706.46149999992
2019-03-14,70297.40299999983
2019-03-15,44120.161499999915
2019-03-16,25833.739999999998
2019-03-17,12909.54
2019-03-18,17796.69
2019-03-19,62277.23299999983
2019-03-20,36597.15
2019-03-21,45470.08149999991
2019-03-22,24299.47
2019-03-23,26998.2
2019-03-24,25033.64
2019-03-25,40796.58149999991
2019-03-26,18465.99
2019-03-27,13018.65
2019-03-28,33399.19
2019-03-29,61345.31149999992
2019-03-30,22264.809999999998
2019-03-31,62965.771499999915
2019-04-01,82796.10299999983
2019-04-02,51871.97149999992
2019-04-03,80522.50299999984
2019-04-04,16815.57
2019-04-05,25003.42
2019-04-06,35302.11
2019-04-07,17204.35
2019-04-08,28983.68
2019-04-09,6626.13
2019-04-10,55746.350000000006
2019-04-11,34718.21149999992
2019-04-12,40771.76149999991
2019-04-13,35130.47
2019-04-14,25795.59
2019-04-15,25888.59
2019-04-16,62135.43149999992
2019-04-17,35570.05
2019-04-18,45530.39149999992
2019-04-19,65461.062999999835
2019-04-20,22093.06
2019-04-21,43966.47
2019-04-22,30128.15
2019-04-23,16667.93
2019-04-24,5242.43
2019-04-25,32482.61
2019-04-26,76510.78149999992
2019-04-27,79792.49299999984
2019-04-28,40302.31
2019-04-29,38602.21
2019-04-30,67424.87
2019-05-01,8123.6
2019-05-02,44841.271499999915
2019-05-03,66109.75
2019-05-04,49457.911499999915
2019-05-05,6140.13
2019-05-06,42965.26
2019-05-07,41552.18149999992
2019-05-08,8275.84
2019-05-09,42573.98
2019-05-10,35311.25149999992
2019-05-11,14898.18
2019-05-12,27609.211499999918
2019-05-13,5004.02
2019-05-14,5509.9
2019-05-15,36633.16
2019-05-16,24485.420000000002
2019-05-17,36000.63
2019-05-18,36518.85
2019-05-19,22809.11
2019-05-20,11524.029999999999
2019-05-21,15744.86
2019-05-22,16322.66
2019-05-23,16251.029999999999
2019-05-24,74925.01149999992
2019-05-25,35500.17149999992
2019-05-26,8366.71
2019-05-27,38272.18
2019-05-28,6155.12
2019-05-29,69286.78149999992
2019-05-30,59293.36299999983
2019-05-31,13676.23
2019-06-01,37369.61
2019-06-02,84553.75299999984
2019-06-03,49884.93149999992
2019-06-04,36957.631499999916
2019-06-05,69855.04149999992
2019-06-06,38282.72
2019-06-07,30802.151499999916
2019-06-08,37895.65
2019-06-09,15313.95
2019-06-10,15163.480000000001
2019-06-11,32975.22
2019-06-12,13166.31
2019-06-13,29150.331499999917
2019-06-14,15605.43
2019-06-15,36228.15149999991
2019-06-16,23381.690000000002
2019-06-17,26416.8
2019-06-18,33962.17
2019-06-19,25779.78
2019-06-20,46491.67
2019-06-21,41620.71149999992
2019-06-22,57394.23149999992
2019-06-23,18252.34
2019-06-24,33176.2
2019-06-25,51342.95
2019-06-26,40614.02
2019-06-27,37201.82
2019-06-28,66943.4
2019-06-29,68618.01149999992
2019-06-30,47646.01149999992
2019-07-01,56114.59
2019-07-02,69655.52449999975
2019-07-03,38479.58149999992
2019-07-04,48959.39149999992
2019-07-05,64628.12299999984
2019-07-06,15596.69
2019-07-07,32656.21
2019-07-08,35798.93
2019-07-09,19772.95
2019-07-10,10202.76
2019-07-11,56527.86149999992
2019-07-12,13588.13
2019-07-13,54143.01149999991
2019-07-14,22328.28
2019-07-15,22398.1
2019-07-16,14858.26
2019-07-17,17194.19
2019-07-18,7944.099999999999
2019-07-19,65446.15299999984
2019-07-20,20534.7
2019-07-21,39433.301499999914
2019-07-22,67942.52149999992
2019-07-23,7205.21
2019-07-24,23342.37
2019-07-25,9625.97
2019-07-26,28959.301499999918
2019-07-27,49218.87
2019-07-28,49422.65
2019-07-29,50072.76
2019-07-30,30176.69
2019-07-31,30615.59
2019-08-01,4155.9
2019-08-02,112118.05449999975
2019-08-03,42371.94
2019-08-04,151538.4074999996
2019-08-05,59644.481499999914
2019-08-06,13124.47
2019-08-07,14737.05
2019-08-08,8543.43
2019-08-09,35014.61
2019-08-10,15391.3
2019-08-11,31447.03
2019-08-12,20774.66
2019-08-13,34812.591499999915
2019-08-14,23459.75
2019-08-15,40579.04149999992
2019-08-16,28231.251499999915
2019-08-17,14038.47
2019-08-18,20022.85
2019-08-19,41091.590000000004
2019-08-20,11524.02
2019-08-21,31541.609999999997
2019-08-22,34761.871499999914
2019-08-23,41512.08149999991
2019-08-24,10209.62
2019-08-25,11614.99
2019-08-26,11644.560000000001
2019-08-27,73333.72299999984
2019-08-28,61293.16299999983
2019-08-29,50591.54
2019-08-30,107032.10299999984
2019-08-31,49235.65
2019-09-01,76158.49149999992
2019-09-02,95703.03449999976
2019-09-03,35871.94
2019-09-04,29029.001499999915
2019-09-05,87182.40449999976
2019-09-06,40680.15
2019-09-07,39592.2
2019-09-08,20150.84
2019-09-09,42614.479999999996
2019-09-10,15967.310000000001
2019-09-11,11169.86
2019-09-12,42055.24
2019-09-13,49002.172999999835
2019-09-14,37480.4
2019-09-15,94774.72299999984
2019-09-16,25793.59
2019-09-17,20472.13
2019-09-18,35433.09
2019-09-19,45741.72
2019-09-20,36435.93149999992
2019-09-21,22043.05
2019-09-22,15963.34
2019-09-23,14340.67
2019-09-24,11147.74
2019-09-25,41897.15
2019-09-26,19507.53
2019-09-27,85223.67299999984
2019-09-28,29025.269999999997
2019-09-29,34564.341499999915
2019-09-30,48834.270000000004
2019-10-14,21799.601499999917
2019-10-15,43599.202999999834
2019-10-16,40713.60149999992
2019-10-21,18776.31
2019-10-22,21799.601499999917
2019-10-23,21799.601499999917
2019-10-25,5557.06
2019-10-27,21799.601499999917
2019-11-01,21799.601499999917
2019-11-02,21799.601499999917
2019-11-03,16700.17
2019-11-05,21799.601499999917
2019-11-06,13526.99
2019-11-08,26381.989999999998
2019-11-10,21799.601499999917
