user_id,month,category,monthly_category_spending,total_expense,monthly_income,percentage_of_income,percentage_of_expenses
U0001,2018-12,Other,451.42,95111.19,,,0.4746234381043913
U0001,2018-12,Rent,8295.41,95111.19,,,8.721802345234035
U0001,2018-12,Shopping,6943.42,95111.19,,,7.3003187111842465
U0001,2019-01,Bills,54784.85,80305.23,,,68.22077466187444
U0001,2019-01,Food,116.0,80305.23,,,0.1444488733797288
U0001,2019-01,Fuel,11847.23,80305.23,,,14.752750225607972
U0001,2019-01,Groceries,1817.9,80305.23,,,2.2637379906638713
U0001,2019-01,Rent,7683.66,80305.23,,,9.568069227869717
U0001,2019-01,Shopping,4055.59,80305.23,,,5.0502190206042625
U0001,2019-02,Bills,19737.809999999998,40000.07,45113.26,43.75168187801102,49.344438647232366
U0001,2019-02,Entertainment,1722.3,40000.07,45113.26,3.8177245448455728,4.305742464950686
U0001,2019-02,Food,609.07,40000.07,45113.26,1.3500908602038513,1.5226723353234135
U0001,2019-02,Fuel,2377.18,40000.07,45113.26,5.269359829017011,5.942939599855699
U0001,2019-02,Groceries,3356.14,40000.07,45113.26,7.439364834197307,8.390335316913195
U0001,2019-02,Other,2299.56,40000.07,45113.26,5.097303985568765,5.748889939442606
U0001,2019-02,Rent,7807.94,40000.07,45113.26,17.307416932405236,19.51981584032228
U0001,2019-02,Shopping,1765.9,40000.07,45113.26,3.914370187390581,4.4147422742010205
U0001,2019-02,Subscription,324.17,40000.07,45113.26,0.7185692188948438,0.8104235817587321
U0001,2019-03,Bills,18003.57,81567.36,,,22.0720273403479
U0001,2019-03,Food,4292.24,81567.36,,,5.26220292038384
U0001,2019-03,Fuel,6052.92,81567.36,,,7.420762422616105
U0001,2019-03,Groceries,2424.61,81567.36,,,2.9725247942314184
U0001,2019-03,Rent,46257.98,81567.36,,,56.71138553460601
U0001,2019-03,Shopping,4224.93,81567.36,,,5.179682166984441
U0001,2019-03,Subscription,311.11,81567.36,,,0.3814148208302929
U0001,2019-04,Bills,10962.970000000001,85626.19,,,12.8032906754347
U0001,2019-04,Food,6408.64,85626.19,,,7.484439048379941
U0001,2019-04,Fuel,5441.469999999999,85626.19,,,6.35491314047723
U0001,2019-04,Groceries,1504.66,85626.19,,,1.757242731458681
U0001,2019-04,Insurance,8141.15,85626.19,,,9.507780271433306
U0001,2019-04,Investment,38529.53,85626.19,,,44.99736587602461
U0001,2019-04,Miscellaneous,1448.56,85626.19,,,1.6917253938310228
U0001,2019-04,Other,147.21,85626.19,,,0.17192169825610598
U0001,2019-04,Rent,8404.06,85626.19,,,9.814824179377828
U0001,2019-04,Shopping,4474.7,85626.19,,,5.225854379366873
U0001,2019-04,Subscription,163.24,85626.19,,,0.19064260595969526
U0001,2019-05,Bills,22564.87,48475.25,43478.43,51.89899911289345,46.54925967375104
U0001,2019-05,Food,794.51,48475.25,43478.43,1.827365891546682,1.6390013460477253
U0001,2019-05,Groceries,409.19,48475.25,43478.43,0.9411333389913114,0.8441214846751692
U0001,2019-05,Miscellaneous,489.03,48475.25,43478.43,1.12476462466561,1.0088240906441945
U0001,2019-05,Other,1360.5500000000002,48475.25,43478.43,3.1292528272065026,2.8066900119132963
U0001,2019-05,Shopping,21923.85,48475.25,43478.43,50.42465884807707,45.22689413669862
U0001,2019-05,Subscription,933.25,48475.25,43478.43,2.1464666502447307,1.925209256269952
U0001,2019-06,Bills,37527.35,72473.77,,,51.78059593146595
U0001,2019-06,Food,2936.36,72473.77,,,4.051617571433085
U0001,2019-06,Fuel,4270.639999999999,72473.77,,,5.89266985835013
U0001,2019-06,Groceries,1264.47,72473.77,,,1.7447277822031335
U0001,2019-06,Miscellaneous,16727.83,72473.77,,,23.081219591584652
U0001,2019-06,Rent,8217.82,72473.77,,,11.339026519525614
U0001,2019-06,Shopping,549.27,72473.77,,,0.7578879917520503
U0001,2019-06,Subscription,980.03,72473.77,,,1.3522547536853677
U0001,2019-07,Bills,4214.53,35536.95,62918.91,6.6983518945258265,11.85957151640757
U0001,2019-07,Food,4529.95,35536.95,62918.91,7.199663821258187,12.747154722056903
U0001,2019-07,Groceries,4339.58,35536.95,62918.91,6.897099774932528,12.21145877741337
U0001,2019-07,Insurance,17561.739999999998,35536.95,62918.91,27.911704128377295,49.418253395409565
U0001,2019-07,Miscellaneous,2810.7799999999997,35536.95,62918.91,4.467305616069953,7.909457620870672
U0001,2019-07,Other,562.41,35536.95,62918.91,0.893864817429291,1.5826062731888924
U0001,2019-07,Shopping,565.9,35536.95,62918.91,0.8994116395214092,1.5924270372105653
U0001,2019-07,Subscription,952.06,35536.95,62918.91,1.513153994562207,2.6790706574424648
U0001,2019-08,Bills,32441.59,62564.95,131596.61,24.652299173968085,51.85265871706123
U0001,2019-08,Food,5427.37,62564.95,131596.61,4.124247577502187,8.674777171563312
U0001,2019-08,Groceries,1202.96,62564.95,131596.61,0.9141268912626246,1.9227378907838975
U0001,2019-08,Miscellaneous,600.06,62564.95,131596.61,0.4559843904793596,0.9590993040032797
U0001,2019-08,Rent,16956.31,62564.95,131596.61,12.885065960285758,27.101931672605833
U0001,2019-08,Shopping,5786.61,62564.95,131596.61,4.397233332986313,9.24896447611642
U0001,2019-08,Subscription,150.05,62564.95,131596.61,0.11402269404964158,0.23983076786603363
U0001,2019-09,Bills,58328.37,76046.53,87133.87,66.94109879430353,76.70089614871317
U0001,2019-09,Entertainment,974.56,76046.53,87133.87,1.1184628893448667,1.2815311888655538
U0001,2019-09,Food,3055.92,76046.53,87133.87,3.507155139557098,4.018487102567336
U0001,2019-09,Fuel,6503.82,76046.53,87133.87,7.464169788395718,8.5524217870296
U0001,2019-09,Groceries,4906.15,76046.53,87133.87,5.630588885814436,6.451510673794057
U0001,2019-09,Other,80.02,76046.53,87133.87,0.09183570062938785,0.10522505103125679
U0001,2019-09,Shopping,2034.48,76046.53,87133.87,2.33488998021091,2.6753094454145376
U0001,2019-09,Subscription,163.21,76046.53,87133.87,0.18730948137618586,0.21461860258449664
U0001,2019-10,Shopping,18776.31,18776.31,,,100.0
U0002,2018-01,Bills,23852.89,75496.15,,,31.594842915830807
U0002,2018-01,Food,2304.42,75496.15,,,3.0523675710615708
U0002,2018-01,Fuel,2959.23,75496.15,,,3.9197098130169556
U0002,2018-01,Groceries,1226.03,75496.15,,,1.6239636060911715
U0002,2018-01,Miscellaneous,1277.0,75496.15,,,1.6914769826010996
U0002,2018-01,Rent,42338.57,75496.15,,,56.08043588977717
U0002,2018-01,Shopping,1538.01,75496.15,,,2.037203221621235
U0002,2018-02,Bills,9915.49,74593.77,,,13.292651651739815
U0002,2018-02,Food,2123.98,74593.77,,,2.8473959688590615
U0002,2018-02,Fuel,10257.67,74593.77,,,13.751376287858891
U0002,2018-02,Groceries,7071.53,74593.77,,,9.480054433500277
U0002,2018-02,Rent,43912.33,74593.77,,,58.86862937749358
U0002,2018-02,Shopping,1312.77,74593.77,,,1.759892280548362
U0002,2018-03,Bills,9942.02,71161.41,87621.45,11.346559546777645,13.971083484714539
U0002,2018-03,Food,3742.73,71161.41,87621.45,4.271476904342487,5.259493874559259
U0002,2018-03,Fuel,2939.47,71161.41,87621.45,3.354737909495905,4.130707921610884
U0002,2018-03,Groceries,6032.62,71161.41,87621.45,6.884866662215702,8.477375588819838
U0002,2018-03,Rent,47664.75,71161.41,87621.45,54.39849488909394,66.98117701715016
U0002,2018-03,Shopping,839.82,71161.41,87621.45,0.9584639377686629,1.180162113145313
U0002,2018-04,Bills,39840.53,56081.490000000005,,,71.04042706425952
U0002,2018-04,Entertainment,791.0300000000001,56081.490000000005,,,1.4105010405394007
U0002,2018-04,Food,5672.22,56081.490000000005,,,10.114246251303237
U0002,2018-04,Fuel,3529.76,56081.490000000005,,,6.293983986516763
U0002,2018-04,Groceries,2484.19,56081.490000000005,,,4.429607701221918
U0002,2018-04,Miscellaneous,1788.7,56081.490000000005,,,3.189465900424543
U0002,2018-04,Shopping,1975.06,56081.490000000005,,,3.52176805573461
U0002,2018-05,Bills,22528.22,114014.72,,,19.759045147854593
U0002,2018-05,Entertainment,715.97,114014.72,,,0.6279627753328693
U0002,2018-05,Food,3615.37,114014.72,,,3.1709677487257784
U0002,2018-05,Fuel,8737.51,114014.72,,,7.663492924422391
U0002,2018-05,Groceries,1379.6799999999998,114014.72,,,1.2100893638996788
U0002,2018-05,Miscellaneous,14393.279999999999,114014.72,,,12.624054157217593
U0002,2018-05,Rent,45677.86,114014.72,,,40.063125182432586
U0002,2018-05,Shopping,16002.0,114014.72,,,14.035029862810697
U0002,2018-05,Subscription,964.8299999999999,114014.72,,,0.8462328373038147
U0002,2018-06,Bills,36373.55,59825.86,44660.86,81.44390860364086,60.79904242078593
U0002,2018-06,Entertainment,320.11,59825.86,44660.86,0.7167573575609606,0.5350696170518903
U0002,2018-06,Food,317.23,59825.86,44660.86,0.7103087580489942,0.5302556453012126
U0002,2018-06,Fuel,2791.73,59825.86,44660.86,6.250954415118741,4.666426859555383
U0002,2018-06,Groceries,3263.4700000000003,59825.86,44660.86,7.3072260587906275,5.454948746244518
U0002,2018-06,Other,1768.51,59825.86,44660.86,3.9598655287873994,2.9560962433302254
U0002,2018-06,Shopping,14842.259999999998,59825.86,44660.86,33.233260622388364,24.80910429035203
U0002,2018-06,Subscription,149.0,59825.86,44660.86,0.3336254608621509,0.24905617737881244
U0002,2018-07,Bills,10512.119999999999,18777.64,43599.35,24.110726421380132,55.98211489835783
U0002,2018-07,Entertainment,243.45,18777.64,43599.35,0.5583798841037767,1.2964888026397354
U0002,2018-07,Food,1444.79,18777.64,43599.35,3.3137879349118737,7.694204383511454
U0002,2018-07,Groceries,1726.69,18777.64,43599.35,3.9603572071601985,9.195458002177057
U0002,2018-07,Miscellaneous,4094.0699999999997,18777.64,43599.35,9.390208798984387,21.802899618908445
U0002,2018-07,Other,179.05,18777.64,43599.35,0.4106712600073167,0.9535277063571355
U0002,2018-07,Shopping,577.47,18777.64,43599.35,1.3244922229345164,3.075306588048339
U0002,2018-08,Bills,10329.4,80880.03,44682.35,23.117405418470604,12.771261336080117
U0002,2018-08,Food,1046.83,80880.03,44682.35,2.342826641839563,1.294299717742439
U0002,2018-08,Fuel,7907.97,80880.03,44682.35,17.698196267653785,9.777407352593713
U0002,2018-08,Groceries,4892.620000000001,80880.03,44682.35,10.94978218468814,6.049231188465189
U0002,2018-08,Insurance,8758.84,80880.03,44682.35,19.60246047936154,10.829422293735549
U0002,2018-08,Miscellaneous,1851.32,80880.03,44682.35,4.143291478626348,2.288970466504525
U0002,2018-08,Rent,42866.76,80880.03,44682.35,95.93667298161355,53.00042544494605
U0002,2018-08,Shopping,2773.51,80880.03,44682.35,6.207171287991792,3.4291653947210463
U0002,2018-08,Subscription,452.78,80880.03,44682.35,1.013330767070219,0.5598168052113729
U0002,2018-09,Bills,3966.4500000000003,39306.36,44737.05,8.866141151461708,10.09111502565997
U0002,2018-09,Entertainment,327.1,39306.36,44737.05,0.7311613081327445,0.8321808480866709
U0002,2018-09,Food,5204.8,39306.36,44737.05,11.634204758695532,13.241622984168465
U0002,2018-09,Fuel,9266.72,39306.36,44737.05,20.713748447874856,23.575624911591913
U0002,2018-09,Groceries,6119.59,39306.36,44737.05,13.679019962201352,15.568956270690034
U0002,2018-09,Insurance,8514.92,39306.36,44737.05,19.03326213954653,21.66295734328999
U0002,2018-09,Miscellaneous,1081.35,39306.36,44737.05,2.417124061599949,2.751081504367232
U0002,2018-09,Other,3153.13,39306.36,44737.05,7.048140188054421,8.021933346155686
U0002,2018-09,Shopping,1511.81,39306.36,44737.05,3.379324296081212,3.846222341626139
U0002,2018-09,Subscription,160.49,39306.36,44737.05,0.35874068585210694,0.40830542436389433
U0002,2018-10,Bills,16093.9,99583.8,,,16.16116275940464
U0002,2018-10,Entertainment,329.26,99583.8,,,0.3306361074793289
U0002,2018-10,Food,4576.01,99583.8,,,4.595134951668846
U0002,2018-10,Fuel,8641.86,99583.8,,,8.677977743367897
U0002,2018-10,Groceries,4927.95,99583.8,,,4.948545847818621
U0002,2018-10,Miscellaneous,5281.46,99583.8,,,5.303533305617982
U0002,2018-10,Other,1746.13,99583.8,,,1.7534277663636053
U0002,2018-10,Rent,37184.06,99583.8,,,37.33946686107579
U0002,2018-10,Shopping,20647.78,99583.8,,,20.734075221070093
U0002,2018-10,Subscription,155.39,99583.8,,,0.1560394361331863
U0002,2018-11,Bills,34479.38,83505.9,,,41.28975317911669
U0002,2018-11,Entertainment,795.15,83505.9,,,0.9522081673270991
U0002,2018-11,Food,4023.98,83505.9,,,4.818797234686412
U0002,2018-11,Fuel,2925.49,83505.9,,,3.503333297407728
U0002,2018-11,Groceries,3287.28,83505.9,,,3.9365841216009887
U0002,2018-11,Miscellaneous,509.82,83505.9,,,0.6105197357312477
U0002,2018-11,Other,540.6,83505.9,,,0.6473794067245549
U0002,2018-11,Rent,36944.2,83505.9,,,44.241424857405285
U0002,2018-12,Bills,20086.11,61675.1,43192.48,46.50372009201602,32.56761642867219
U0002,2018-12,Food,8969.560000000001,61675.1,43192.48,20.766485277066753,14.543243545612414
U0002,2018-12,Fuel,5283.88,61675.1,43192.48,12.233333209855047,8.567282420296035
U0002,2018-12,Groceries,5689.42,61675.1,43192.48,13.172246650342837,9.2248249293475
U0002,2018-12,Insurance,8464.53,61675.1,43192.48,19.597230814252853,13.724387962078701
U0002,2018-12,Miscellaneous,9466.699999999999,61675.1,43192.48,21.91747267116868,15.34930628405953
U0002,2018-12,Other,1254.26,61675.1,43192.48,2.90388512074324,2.0336570187968888
U0002,2018-12,Shopping,2460.6400000000003,61675.1,43192.48,5.696917611584238,3.9896814111367482
U0002,2019-01,Bills,23372.48,75393.8,,,31.000533200342733
U0002,2019-01,Entertainment,1926.21,75393.8,,,2.5548652541720935
U0002,2019-01,Food,755.45,75393.8,,,1.0020054699458045
U0002,2019-01,Groceries,683.58,75393.8,,,0.9066793290694991
U0002,2019-01,Insurance,44996.42,75393.8,,,59.681857128835524
U0002,2019-01,Miscellaneous,1487.7,75393.8,,,1.9732391788184174
U0002,2019-01,Shopping,2171.96,75393.8,,,2.880820438815924
U0002,2019-02,Bills,25906.26,43441.05,43972.5,58.914685314685315,59.63543698874682
U0002,2019-02,Food,659.46,43441.05,43972.5,1.4997100460515096,1.518057229279679
U0002,2019-02,Fuel,2210.16,43441.05,43972.5,5.026232304281084,5.087722327153694
U0002,2019-02,Groceries,2848.25,43441.05,43972.5,6.4773437944169645,6.556586454517098
U0002,2019-02,Insurance,8033.57,43441.05,43972.5,18.269532093922336,18.49303826680064
U0002,2019-02,Miscellaneous,3492.8900000000003,43441.05,43972.5,7.943350957985105,8.040528486305003
U0002,2019-02,Subscription,290.46,43441.05,43972.5,0.6605492068906702,0.6686302471970635
U0002,2019-03,Bills,44992.840000000004,119527.45999999999,46079.52,97.64172890689835,37.642262288515134
U0002,2019-03,Food,3000.0899999999997,119527.45999999999,46079.52,6.510679798747904,2.5099587994256716
U0002,2019-03,Fuel,3450.89,119527.45999999999,46079.52,7.488988600575701,2.887110627131205
U0002,2019-03,Groceries,463.89,119527.45999999999,46079.52,1.0067162157939145,0.38810328605660993
U0002,2019-03,Insurance,8675.42,119527.45999999999,46079.52,18.82706243467814,7.258097846302432
U0002,2019-03,Miscellaneous,278.22,119527.45999999999,46079.52,0.6037823310659487,0.232766596060855
U0002,2019-03,Rent,7570.9,119527.45999999999,46079.52,16.43007566051035,6.3340256707538165
U0002,2019-03,Shopping,51095.21,119527.45999999999,46079.52,110.88485730754141,42.747674885754286
U0002,2019-04,Bills,7982.92,49120.94,,,16.251561961151396
U0002,2019-04,Food,5009.38,49120.94,,,10.198054027467714
U0002,2019-04,Fuel,3896.18,49120.94,,,7.931810751178621
U0002,2019-04,Groceries,1154.37,49120.94,,,2.35005681894524
U0002,2019-04,Insurance,8600.84,49120.94,,,17.509518343907914
U0002,2019-04,Miscellaneous,2549.54,49120.94,,,5.1903322697000505
U0002,2019-04,Rent,8103.93,49120.94,,,16.497913109968987
U0002,2019-04,Shopping,10960.94,49120.94,,,22.31419024147339
U0002,2019-04,Subscription,862.84,49120.94,,,1.756562476206685
U0002,2019-05,Bills,35709.58,83278.0,202071.67,17.671739932668444,42.8799682989505
U0002,2019-05,Entertainment,1761.6,83278.0,202071.67,0.8717699022332026,2.115324575518144
U0002,2019-05,Food,975.18,83278.0,202071.67,0.4825911519412889,1.1709935397103677
U0002,2019-05,Groceries,1261.94,83278.0,202071.67,0.6245011980155358,1.5153341818967796
U0002,2019-05,Insurance,16629.670000000002,83278.0,202071.67,8.229590026152604,19.96886332524797
U0002,2019-05,Miscellaneous,515.52,83278.0,202071.67,0.2551174046317329,0.6190350392660726
U0002,2019-05,Shopping,26271.02,83278.0,202071.67,13.000842720802968,31.54617065731646
U0002,2019-05,Subscription,153.49,83278.0,202071.67,0.07595819839564844,0.18431038209371023
U0002,2019-06,Bills,32423.699999999997,51137.39,95165.73,34.07077316592853,63.40507405638027
U0002,2019-06,Food,1659.58,51137.39,95165.73,1.7438840641478819,3.24533575139443
U0002,2019-06,Groceries,2058.99,51137.39,95165.73,2.163583466443225,4.026388519241986
U0002,2019-06,Insurance,8843.13,51137.39,95165.73,9.292347150597173,17.29288491258549
U0002,2019-06,Miscellaneous,4341.65,51137.39,95165.73,4.562199018491215,8.490167370685128
U0002,2019-06,Subscription,1810.3400000000001,51137.39,95165.73,1.9023024359714364,3.540149389712694
U0002,2019-07,Bills,29199.77,46760.71,54192.35,53.88171946778466,62.44509546583018
U0002,2019-07,Food,1671.69,46760.71,54192.35,3.084734284451588,3.57498848926802
U0002,2019-07,Fuel,3726.33,46760.71,54192.35,6.876118123683509,7.968933748011953
U0002,2019-07,Groceries,1196.4099999999999,46760.71,54192.35,2.2077101288281464,2.558579628068094
U0002,2019-07,Rent,8314.94,46760.71,54192.35,15.34338333731606,17.78189424412076
U0002,2019-07,Shopping,2651.57,46760.71,54192.35,4.89288617304841,5.670508424700994
U0002,2019-08,Bills,47936.34,141062.36,,,33.982374887248454
U0002,2019-08,Food,5030.57,141062.36,,,3.5662029190494193
U0002,2019-08,Fuel,3322.95,141062.36,,,2.355660290952172
U0002,2019-08,Groceries,442.82,141062.36,,,0.3139179012743017
U0002,2019-08,Insurance,8456.97,141062.36,,,5.9951995698923515
U0002,2019-08,Investment,20924.58,141062.36,,,14.833567225161982
U0002,2019-08,Miscellaneous,2020.5,141062.36,,,1.4323452407857067
U0002,2019-08,Rent,52927.630000000005,141062.36,,,37.520731965635626
U0002,2019-09,Bills,18736.97,69389.8,,,27.002484515015173
U0002,2019-09,Food,2211.12,69389.8,,,3.186520209022075
U0002,2019-09,Fuel,5867.1,69389.8,,,8.455277288592848
U0002,2019-09,Groceries,2641.0600000000004,69389.8,,,3.8061213607763684
U0002,2019-09,Insurance,8073.43,69389.8,,,11.634894465757215
U0002,2019-09,Rent,16422.61,69389.8,,,23.667181631882496
U0002,2019-09,Shopping,13894.18,69389.8,,,20.02337519347224
U0002,2019-09,Subscription,1543.33,69389.8,,,2.2241453354815834
U0003,2018-01,Bills,24130.04,38022.119999999995,,,63.46316302194618
U0003,2018-01,Groceries,7103.719999999999,38022.119999999995,,,18.683124454922556
U0003,2018-01,Miscellaneous,6788.36,38022.119999999995,,,17.853712523131275
U0003,2018-02,Bills,17130.97,79631.93,,,21.512689696206035
U0003,2018-02,Entertainment,311.82,79631.93,,,0.39157659496636593
U0003,2018-02,Food,129.79,79631.93,,,0.16298738458304352
U0003,2018-02,Groceries,3963.73,79631.93,,,4.977563648149681
U0003,2018-02,Insurance,50419.38,79631.93,,,63.31553184758928
U0003,2018-02,Rent,7676.24,79631.93,,,9.639650828505602
U0003,2018-03,Bills,26691.6,39344.36,45807.43,58.269149786399275,67.84098152822921
U0003,2018-03,Entertainment,1373.95,39344.36,45807.43,2.999404245119187,3.492114244582959
U0003,2018-03,Food,1212.12,39344.36,45807.43,2.6461209458814867,3.080797349353249
U0003,2018-03,Groceries,1040.27,39344.36,45807.43,2.270963465970477,2.6440130173676737
U0003,2018-03,Insurance,8419.12,39344.36,45807.43,18.37937644613549,21.39854352695024
U0003,2018-03,Shopping,607.3,39344.36,45807.43,1.3257674573753646,1.5435503335166718
U0003,2018-04,Bills,24706.47,35033.32,,,70.52277660238882
U0003,2018-04,Entertainment,328.02,35033.32,,,0.9363086341802603
U0003,2018-04,Food,1547.09,35033.32,,,4.416053060343696
U0003,2018-04,Groceries,1743.51,35033.32,,,4.976719306077757
U0003,2018-04,Miscellaneous,655.61,35033.32,,,1.8713898654195493
U0003,2018-04,Other,208.99,35033.32,,,0.5965463735666503
U0003,2018-04,Shopping,5843.63,35033.32,,,16.680206158023275
U0003,2018-05,Bills,11707.96,107032.57,,,10.938689036430684
U0003,2018-05,Food,10883.07,107032.57,,,10.167998395254827
U0003,2018-05,Groceries,971.0,107032.57,,,0.9072004904675277
U0003,2018-05,Investment,27993.87,107032.57,,,26.154534082476015
U0003,2018-05,Miscellaneous,1625.65,107032.57,,,1.5188367428718192
U0003,2018-05,Rent,46416.94,107032.57,,,43.36711713079486
U0003,2018-05,Shopping,7434.08,107032.57,,,6.945624121704262
U0003,2018-06,Bills,31656.39,64329.53,,,49.20973307282052
