transaction_date,amount,day,week,month,weekend,month_end,salary_week,festival_season
2018-02-02,4954.67,2,5,2,0,0,1,0
2018-02-02,213.06,2,5,2,0,0,1,0
2018-02-02,626.7,2,5,2,0,0,1,0
2018-02-02,1740.69,2,5,2,0,0,1,0
2018-02-02,205.29,2,5,2,0,0,1,0
2018-02-02,169.79,2,5,2,0,0,1,0
2018-02-03,46992.92,3,5,2,1,0,0,0
2018-02-03,168.54,3,5,2,1,0,0,0
2018-02-03,940.6,3,5,2,1,0,0,0
2018-02-03,950.12,3,5,2,1,0,0,0
2018-02-04,5742.74,4,5,2,1,0,0,0
2018-02-04,1804.15,4,5,2,1,0,0,0
2018-02-04,311.82,4,5,2,1,0,0,0
2018-02-04,1148.99,4,5,2,1,0,0,0
2018-02-05,165.66,5,6,2,0,0,0,0
2018-02-06,1818.08,6,6,2,0,0,0,0
2018-02-06,616.18,6,6,2,0,0,0,0
2018-02-06,208.37,6,6,2,0,0,0,0
2018-02-06,178.25,6,6,2,0,0,0,0
2018-02-07,1138.47,7,6,2,0,0,0,0
2018-02-07,1260.98,7,6,2,0,0,0,0
2018-02-07,518.04,7,6,2,0,0,0,0
2018-02-08,1501.5,8,6,2,0,0,0,0
2018-02-08,3640.36,8,6,2,0,0,0,0
2018-02-09,1804.35,9,6,2,0,0,0,0
2018-02-09,5319.18,9,6,2,0,0,0,0
2018-02-09,330.9,9,6,2,0,0,0,0
2018-02-10,979.73,10,6,2,1,0,0,0
2018-02-10,1784.99,10,6,2,1,0,0,0
2018-02-11,156.6,11,6,2,1,0,0,0
2018-02-11,314.87,11,6,2,1,0,0,0
2018-02-12,301.82,12,7,2,0,0,0,0
2018-02-13,226.88,13,7,2,0,0,0,0
2018-02-13,1950.44,13,7,2,0,0,0,0
2018-02-13,621.07,13,7,2,0,0,0,0
2018-02-14,5087.95,14,7,2,0,0,0,0
2018-02-14,506.73,14,7,2,0,0,0,0
2018-02-14,994.63,14,7,2,0,0,0,0
2018-02-15,315.98,15,7,2,0,0,0,0
2018-02-15,186.32,15,7,2,0,0,0,0
2018-02-15,303.22,15,7,2,0,0,0,0
2018-02-15,881.02,15,7,2,0,0,0,0
2018-02-16,47492.08,16,7,2,0,0,0,0
2018-02-16,195.76,16,7,2,0,0,0,0
2018-02-16,1448.66,16,7,2,0,0,0,0
2018-02-17,1837.5,17,7,2,1,0,0,0
2018-02-17,3443.57,17,7,2,1,0,0,0
2018-02-17,46175.24,17,7,2,1,0,0,0
2018-02-17,921.26,17,7,2,1,0,0,0
2018-02-17,949.38,17,7,2,1,0,0,0
2018-02-17,118.22,17,7,2,1,0,0,0
2018-02-18,1798.21,18,7,2,1,0,0,0
2018-02-18,1867.33,18,7,2,1,0,0,0
2018-02-18,1911.32,18,7,2,1,0,0,0
2018-02-19,2958.98,19,8,2,0,0,0,0
2018-02-20,800.13,20,8,2,0,0,0,0
2018-02-21,1933.82,21,8,2,0,0,0,0
2018-02-21,1912.07,21,8,2,0,0,0,0
2018-02-21,1854.11,21,8,2,0,0,0,0
2018-02-21,1185.37,21,8,2,0,0,0,0
2018-02-21,1580.72,21,8,2,0,0,0,0
2018-02-22,196.41,22,8,2,0,0,0,0
2018-02-22,1403.43,22,8,2,0,0,0,0
2018-02-23,1254.24,23,8,2,0,0,0,0
2018-02-23,3175.63,23,8,2,0,0,0,0
2018-02-24,184.23,24,8,2,1,0,0,0
2018-02-24,43912.33,24,8,2,1,0,0,0
2018-02-24,153.2,24,8,2,1,0,0,0
2018-02-25,1870.76,25,8,2,1,0,1,0
2018-02-25,324.62,25,8,2,1,0,1,0
2018-02-26,1900.74,26,9,2,0,0,1,0
2018-02-26,177.5,26,9,2,0,0,1,0
2018-02-27,5404.62,27,9,2,0,0,1,0
2018-02-27,960.06,27,9,2,0,0,1,0
2018-02-27,120.79,27,9,2,0,0,1,0
2018-02-28,1921.76,28,9,2,0,1,1,0
2018-02-28,3638.47,28,9,2,0,1,1,0
2018-03-01,5873.21,1,9,3,0,0,1,0
2018-03-01,522.85,1,9,3,0,0,1,0
2018-03-01,793.5,1,9,3,0,0,1,0
2018-03-01,1029.01,1,9,3,0,0,1,0
2018-03-02,44709.1,2,9,3,0,0,1,0
2018-03-02,445.18,2,9,3,0,0,1,0
2018-03-02,5508.79,2,9,3,0,0,1,0
2018-03-02,834.36,2,9,3,0,0,1,0
2018-03-03,1314.17,3,9,3,1,0,0,0
2018-03-03,481.0,3,9,3,1,0,0,0
2018-03-04,5928.55,4,9,3,1,0,0,0
2018-03-04,449.62,4,9,3,1,0,0,0
2018-03-04,748.9,4,9,3,1,0,0,0
2018-03-04,451.84,4,9,3,1,0,0,0
2018-03-04,425.27,4,9,3,1,0,0,0
2018-03-05,223.94,5,10,3,0,0,0,0
2018-03-05,167.2,5,10,3,0,0,0,0
2018-03-05,323.83,5,10,3,0,0,0,0
2018-03-05,148.04,5,10,3,0,0,0,0
2018-03-05,588.34,5,10,3,0,0,0,0
2018-03-06,150.52,6,10,3,0,0,0,0
2018-03-06,44629.34,6,10,3,0,0,0,0
2018-03-06,220.77,6,10,3,0,0,0,0
2018-03-06,1291.75,6,10,3,0,0,0,0
2018-03-06,461.61,6,10,3,0,0,0,0
2018-03-06,262.5,6,10,3,0,0,0,0
2018-03-06,151.45,6,10,3,0,0,0,0
2018-03-07,5483.01,7,10,3,0,0,0,0
2018-03-07,143.33,7,10,3,0,0,0,0
2018-03-08,4628.44,8,10,3,0,0,0,0
2018-03-08,582.43,8,10,3,0,0,0,0
2018-03-08,163.66,8,10,3,0,0,0,0
2018-03-09,3283.62,9,10,3,0,0,0,0
2018-03-09,1040.75,9,10,3,0,0,0,0
2018-03-09,453.51,9,10,3,0,0,0,0
2018-03-10,708.95,10,10,3,1,0,0,0
2018-03-10,1507.48,10,10,3,1,0,0,0
2018-03-11,5532.28,11,10,3,1,0,0,0
2018-03-11,3312.7,11,10,3,1,0,0,0
2018-03-11,533.4,11,10,3,1,0,0,0
2018-03-11,665.45,11,10,3,1,0,0,0
2018-03-11,185.72,11,10,3,1,0,0,0
2018-03-12,4608.84,12,11,3,0,0,0,0
2018-03-12,218.82,12,11,3,0,0,0,0
2018-03-12,1340.46,12,11,3,0,0,0,0
2018-03-12,330.51,12,11,3,0,0,0,0
2018-03-12,288.3,12,11,3,0,0,0,0
2018-03-12,833.29,12,11,3,0,0,0,0
2018-03-12,589.21,12,11,3,0,0,0,0
2018-03-13,167.16,13,11,3,0,0,0,0
2018-03-13,201.62,13,11,3,0,0,0,0
2018-03-13,405.17,13,11,3,0,0,0,0
2018-03-13,457.13,13,11,3,0,0,0,0
2018-03-14,1050.66,14,11,3,0,0,0,0
2018-03-14,598.72,14,11,3,0,0,0,0
2018-03-15,226.65,15,11,3,0,0,0,0
2018-03-15,257.67,15,11,3,0,0,0,0
2018-03-15,444.09,15,11,3,0,0,0,0
2018-03-16,42912.35,16,11,3,0,0,0,0
2018-03-16,608.7,16,11,3,0,0,0,0
2018-03-17,648.07,17,11,3,1,0,0,0
2018-03-17,47664.75,17,11,3,1,0,0,0
2018-03-17,313.79,17,11,3,1,0,0,0
2018-03-18,854.6,18,11,3,1,0,0,0
2018-03-19,5313.58,19,12,3,0,0,0,0
2018-03-19,443.8,19,12,3,0,0,0,0
2018-03-19,186.78,19,12,3,0,0,0,0
2018-03-20,1255.5,20,12,3,0,0,0,0
2018-03-20,435.28,20,12,3,0,0,0,0
2018-03-20,157.6,20,12,3,0,0,0,0
2018-03-21,1476.96,21,12,3,0,0,0,0
2018-03-21,580.86,21,12,3,0,0,0,0
2018-03-21,321.6,21,12,3,0,0,0,0
2018-03-22,756.51,22,12,3,0,0,0,0
2018-03-24,310.46,24,12,3,1,0,0,0
2018-03-24,629.02,24,12,3,1,0,0,0
2018-03-25,551.82,25,12,3,1,0,1,0
2018-03-25,4499.66,25,12,3,1,0,1,0
2018-03-25,4345.66,25,12,3,1,0,1,0
2018-03-25,808.0,25,12,3,1,0,1,0
2018-03-26,820.12,26,13,3,0,0,1,0
2018-03-26,669.71,26,13,3,0,0,1,0
2018-03-26,275.29,26,13,3,0,0,1,0
2018-03-27,4444.05,27,13,3,0,0,1,0
2018-03-27,163.0,27,13,3,0,0,1,0
2018-03-27,464.71,27,13,3,0,0,1,0
2018-03-27,607.3,27,13,3,0,0,1,0
2018-03-28,588.04,28,13,3,0,0,1,0
2018-03-28,553.98,28,13,3,0,0,1,0
2018-03-28,137.57,28,13,3,0,0,1,0
2018-03-29,683.22,29,13,3,0,0,1,0
2018-03-29,1458.35,29,13,3,0,0,1,0
2018-03-29,2807.98,29,13,3,0,0,1,0
2018-03-30,45807.43,30,13,3,0,0,1,0
2018-03-30,616.73,30,13,3,0,0,1,0
2018-03-30,2939.47,30,13,3,0,0,1,0
2018-03-31,208.62,31,13,3,1,1,1,0
2018-03-31,4218.9,31,13,3,1,1,1,0
2018-03-31,488.23,31,13,3,1,1,1,0
2018-03-31,870.88,31,13,3,1,1,1,0
2018-03-31,309.77,31,13,3,1,1,1,0
2018-03-31,3461.38,31,13,3,1,1,1,0
2018-04-01,232.12,1,13,4,1,0,1,0
2018-04-01,387.5,1,13,4,1,0,1,0
2018-04-01,2125.78,1,13,4,1,0,1,0
2018-04-01,314.79,1,13,4,1,0,1,0
2018-04-01,800.73,1,13,4,1,0,1,0
2018-04-02,2128.13,2,14,4,0,0,1,0
2018-04-02,1494.81,2,14,4,0,0,1,0
2018-04-02,1268.58,2,14,4,0,0,1,0
2018-04-02,482.11,2,14,4,0,0,1,0
2018-04-03,150.71,3,14,4,0,0,0,0
2018-04-03,655.61,3,14,4,0,0,0,0
2018-04-03,324.97,3,14,4,0,0,0,0
2018-04-04,8644.67,4,14,4,0,0,0,0
2018-04-04,559.09,4,14,4,0,0,0,0
2018-04-04,322.61,4,14,4,0,0,0,0
2018-04-05,5223.03,5,14,4,0,0,0,0
2018-04-05,328.02,5,14,4,0,0,0,0
2018-04-05,503.41,5,14,4,0,0,0,0
2018-04-06,328.13,6,14,4,0,0,0,0
2018-04-07,5456.25,7,14,4,1,0,0,0
2018-04-07,210.1,7,14,4,1,0,0,0
2018-04-07,150.71,7,14,4,1,0,0,0
2018-04-07,477.61,7,14,4,1,0,0,0
2018-04-07,1419.61,7,14,4,1,0,0,0
2018-04-08,834.26,8,14,4,1,0,0,0
2018-04-09,214.43,9,15,4,0,0,0,0
2018-04-09,697.29,9,15,4,0,0,0,0
2018-04-09,3537.81,9,15,4,0,0,0,0
2018-04-10,1387.75,10,15,4,0,0,0,0
2018-04-10,5363.4,10,15,4,0,0,0,0
2018-04-10,315.35,10,15,4,0,0,0,0
2018-04-10,767.31,10,15,4,0,0,0,0
2018-04-11,8224.91,11,15,4,0,0,0,0
2018-04-11,5584.9,11,15,4,0,0,0,0
2018-04-11,5400.26,11,15,4,0,0,0,0
2018-04-11,532.32,11,15,4,0,0,0,0
2018-04-12,463.33,12,15,4,0,0,0,0
2018-04-12,44519.57,12,15,4,0,0,0,0
2018-04-12,6081.22,12,15,4,0,0,0,0
2018-04-12,559.98,12,15,4,0,0,0,0
2018-04-12,481.96,12,15,4,0,0,0,0
2018-04-12,314.07,12,15,4,0,0,0,0
2018-04-12,2068.94,12,15,4,0,0,0,0
2018-04-13,43093.36,13,15,4,0,0,0,0
2018-04-13,5196.62,13,15,4,0,0,0,0
2018-04-14,1317.46,14,15,4,1,0,0,0
2018-04-14,449.87,14,15,4,1,0,0,0
2018-04-14,296.67,14,15,4,1,0,0,0
2018-04-14,342.99,14,15,4,1,0,0,0
2018-04-15,618.89,15,15,4,1,0,0,0
2018-04-15,312.95,15,15,4,1,0,0,0
2018-04-15,647.81,15,15,4,1,0,0,0
2018-04-16,230.39,16,16,4,0,0,0,0
2018-04-17,5418.16,17,16,4,0,0,0,0
2018-04-17,622.16,17,16,4,0,0,0,0
2018-04-17,1500.01,17,16,4,0,0,0,0
2018-04-17,699.36,17,16,4,0,0,0,0
2018-04-17,160.98,17,16,4,0,0,0,0
2018-04-18,3056.79,18,16,4,0,0,0,0
2018-04-18,3534.48,18,16,4,0,0,0,0
2018-04-18,8465.93,18,16,4,0,0,0,0
2018-04-18,567.33,18,16,4,0,0,0,0
2018-04-18,1385.11,18,16,4,0,0,0,0
2018-04-18,579.48,18,16,4,0,0,0,0
2018-04-18,517.96,18,16,4,0,0,0,0
2018-04-19,158.9,19,16,4,0,0,0,0
2018-04-19,213.36,19,16,4,0,0,0,0
2018-04-20,6033.8,20,16,4,0,0,0,0
2018-04-20,442.31,20,16,4,0,0,0,0
2018-04-20,5608.83,20,16,4,0,0,0,0
2018-04-20,2061.38,20,16,4,0,0,0,0
2018-04-20,529.11,20,16,4,0,0,0,0
2018-04-21,5757.15,21,16,4,1,0,0,0
2018-04-21,349.09,21,16,4,1,0,0,0
2018-04-21,489.32,21,16,4,1,0,0,0
2018-04-21,578.25,21,16,4,1,0,0,0
2018-04-22,8744.79,22,16,4,1,0,0,0
2018-04-22,449.3,22,16,4,1,0,0,0
2018-04-22,3472.43,22,16,4,1,0,0,0
2018-04-22,1365.94,22,16,4,1,0,0,0
2018-04-22,316.28,22,16,4,1,0,0,0
2018-04-23,5428.52,23,17,4,0,0,0,0
2018-04-23,5164.19,23,17,4,0,0,0,0
2018-04-25,221.81,25,17,4,0,0,1,0
2018-04-25,473.51,25,17,4,0,0,1,0
2018-04-25,513.3,25,17,4,0,0,1,0
2018-04-26,8071.75,26,17,4,0,0,1,0
2018-04-26,8217.65,26,17,4,0,0,1,0
2018-04-26,291.12,26,17,4,0,0,1,0
2018-04-26,5678.44,26,17,4,0,0,1,0
2018-04-26,619.97,26,17,4,0,0,1,0
2018-04-26,448.52,26,17,4,0,0,1,0
2018-04-26,838.24,26,17,4,0,0,1,0
2018-04-27,43146.0,27,17,4,0,0,1,0
2018-04-27,45242.49,27,17,4,0,0,1,0
2018-04-27,8241.9,27,17,4,0,0,1,0
2018-04-27,1407.73,27,17,4,0,0,1,0
2018-04-27,414.3,27,17,4,0,0,1,0
2018-04-28,3005.93,28,17,4,1,0,1,0
2018-04-28,3320.08,28,17,4,1,0,1,0
2018-04-28,8301.91,28,17,4,1,0,1,0
2018-04-28,443.23,28,17,4,1,0,1,0
2018-04-29,589.38,29,17,4,1,0,1,0
2018-04-29,617.81,29,17,4,1,0,1,0
2018-04-29,2120.77,29,17,4,1,0,1,0
2018-04-29,477.39,29,17,4,1,0,1,0
2018-04-29,811.59,29,17,4,1,0,1,0
2018-04-30,320.22,30,18,4,0,1,1,0
2018-04-30,316.82,30,18,4,0,1,1,0
2018-04-30,608.36,30,18,4,0,1,1,0
2018-04-30,5579.52,30,18,4,0,1,1,0
2018-04-30,318.78,30,18,4,0,1,1,0
2018-04-30,512.5,30,18,4,0,1,1,0
2018-04-30,1434.99,30,18,4,0,1,1,0
2018-04-30,509.27,30,18,4,0,1,1,0
2018-05-01,755.77,1,18,5,0,0,1,0
2018-05-01,379.5,1,18,5,0,0,1,0
2018-05-01,42982.49,1,18,5,0,0,1,0
2018-05-01,318.64,1,18,5,0,0,1,0
2018-05-01,1814.03,1,18,5,0,0,1,0
2018-05-02,6894.47,2,18,5,0,0,1,0
2018-05-02,1034.63,2,18,5,0,0,1,0
2018-05-02,507.2,2,18,5,0,0,1,0
2018-05-03,2977.68,3,18,5,0,0,0,0
2018-05-03,1711.45,3,18,5,0,0,0,0
2018-05-03,153.63,3,18,5,0,0,0,0
2018-05-03,971.0,3,18,5,0,0,0,0
2018-05-04,2569.92,4,18,5,0,0,0,0
2018-05-04,1424.33,4,18,5,0,0,0,0
2018-05-04,157.74,4,18,5,0,0,0,0
2018-05-04,147.21,4,18,5,0,0,0,0
2018-05-04,3939.03,4,18,5,0,0,0,0
2018-05-06,2543.0,6,18,5,1,0,0,0
2018-05-06,985.75,6,18,5,1,0,0,0
2018-05-06,333.23,6,18,5,1,0,0,0
2018-05-06,313.35,6,18,5,1,0,0,0
2018-05-07,215.14,7,19,5,0,0,0,0
2018-05-07,1267.07,7,19,5,0,0,0,0
2018-05-07,8182.16,7,19,5,0,0,0,0
2018-05-07,983.31,7,19,5,0,0,0,0
2018-05-07,3169.63,7,19,5,0,0,0,0
2018-05-08,601.51,8,19,5,0,0,0,0
2018-05-08,3314.7,8,19,5,0,0,0,0
2018-05-09,3268.03,9,19,5,0,0,0,0
2018-05-09,158.56,9,19,5,0,0,0,0
2018-05-09,8424.07,9,19,5,0,0,0,0
2018-05-09,558.23,9,19,5,0,0,0,0
2018-05-10,584.59,10,19,5,0,0,0,0
2018-05-10,1816.83,10,19,5,0,0,0,0
2018-05-11,47228.53,11,19,5,0,0,0,0
2018-05-11,1353.35,11,19,5,0,0,0,0
2018-05-11,389.21,11,19,5,0,0,0,0
2018-05-12,377.13,12,19,5,1,0,0,0
2018-05-12,166.69,12,19,5,1,0,0,0
2018-05-12,3592.11,12,19,5,1,0,0,0
2018-05-12,300.24,12,19,5,1,0,0,0
2018-05-12,153.52,12,19,5,1,0,0,0
2018-05-12,1785.69,12,19,5,1,0,0,0
2018-05-13,4400.29,13,19,5,1,0,0,0
2018-05-13,287.51,13,19,5,1,0,0,0
2018-05-14,1372.12,14,20,5,0,0,0,0
2018-05-15,2273.11,15,20,5,0,0,0,0
2018-05-15,381.48,15,20,5,0,0,0,0
2018-05-15,2800.57,15,20,5,0,0,0,0
2018-05-15,718.91,15,20,5,0,0,0,0
2018-05-15,1834.44,15,20,5,0,0,0,0
2018-05-16,47210.31,16,20,5,0,0,0,0
2018-05-17,4698.91,17,20,5,0,0,0,0
2018-05-17,1502.5,17,20,5,0,0,0,0
2018-05-17,3613.74,17,20,5,0,0,0,0
2018-05-17,3530.74,17,20,5,0,0,0,0
2018-05-17,1054.45,17,20,5,0,0,0,0
2018-05-18,984.51,18,20,5,0,0,0,0
2018-05-18,3400.66,18,20,5,0,0,0,0
2018-05-19,301.09,19,20,5,1,0,0,0
2018-05-19,7428.3,19,20,5,1,0,0,0
2018-05-19,582.48,19,20,5,1,0,0,0
2018-05-20,1486.13,20,20,5,1,0,0,0
2018-05-21,2664.18,21,21,5,0,0,0,0
2018-05-21,45677.86,21,21,5,0,0,0,0
2018-05-21,4800.68,21,21,5,0,0,0,0
2018-05-21,2790.14,21,21,5,0,0,0,0
2018-05-21,1407.58,21,21,5,0,0,0,0
2018-05-21,155.91,21,21,5,0,0,0,0
2018-05-21,772.67,21,21,5,0,0,0,0
2018-05-22,457.69,22,21,5,0,0,0,0
2018-05-22,3822.93,22,21,5,0,0,0,0
2018-05-22,722.33,22,21,5,0,0,0,0
2018-05-22,6964.98,22,21,5,0,0,0,0
2018-05-23,4814.19,23,21,5,0,0,0,0
2018-05-23,1450.9,23,21,5,0,0,0,0
2018-05-23,1030.24,23,21,5,0,0,0,0
2018-05-24,216.09,24,21,5,0,0,0,0
2018-05-24,1196.88,24,21,5,0,0,0,0
2018-05-24,1605.07,24,21,5,0,0,0,0
2018-05-25,42733.93,25,21,5,0,0,1,0
2018-05-25,971.65,25,21,5,0,0,1,0
2018-05-25,561.13,25,21,5,0,0,1,0
2018-05-25,6908.66,25,21,5,0,0,1,0
2018-05-26,155.83,26,21,5,1,0,1,0
2018-05-26,1707.52,26,21,5,1,0,1,0
2018-05-27,4981.77,27,21,5,1,0,1,0
2018-05-27,2648.74,27,21,5,1,0,1,0
2018-05-27,1219.07,27,21,5,1,0,1,0
2018-05-27,2223.97,27,21,5,1,0,1,0
2018-05-28,150.19,28,22,5,0,0,1,0
2018-05-28,491.08,28,22,5,0,0,1,0
2018-05-28,1058.69,28,22,5,0,0,1,0
2018-05-28,333.49,28,22,5,0,0,1,0
2018-05-29,4559.95,29,22,5,0,0,1,0
2018-05-29,492.03,29,22,5,0,0,1,0
2018-05-29,274.02,29,22,5,0,0,1,0
2018-05-30,5177.4,30,22,5,0,0,1,0
2018-05-30,8179.32,30,22,5,0,0,1,0
2018-05-30,4755.63,30,22,5,0,0,1,0
2018-05-30,396.59,30,22,5,0,0,1,0
2018-05-31,383.12,31,22,5,0,1,1,0
2018-05-31,3526.48,31,22,5,0,1,1,0
2018-05-31,1631.56,31,22,5,0,1,1,0
2018-06-01,8261.33,1,22,6,0,0,1,0
2018-06-01,224.81,1,22,6,0,0,1,0
2018-06-01,189.4,1,22,6,0,0,1,0
2018-06-01,484.11,1,22,6,0,0,1,0
2018-06-02,203.93,2,22,6,1,0,1,0
2018-06-02,2731.75,2,22,6,1,0,1,0
2018-06-02,145.62,2,22,6,1,0,1,0
2018-06-03,2296.35,3,22,6,1,0,0,0
2018-06-03,632.04,3,22,6,1,0,0,0
2018-06-03,2624.81,3,22,6,1,0,0,0
2018-06-03,304.71,3,22,6,1,0,0,0
2018-06-03,667.72,3,22,6,1,0,0,0
2018-06-04,423.41,4,23,6,0,0,0,0
2018-06-04,666.41,4,23,6,0,0,0,0
2018-06-04,647.43,4,23,6,0,0,0,0
2018-06-05,165.53,5,23,6,0,0,0,0
2018-06-05,238.84,5,23,6,0,0,0,0
2018-06-05,820.45,5,23,6,0,0,0,0
2018-06-05,3749.88,5,23,6,0,0,0,0
2018-06-06,5337.38,6,23,6,0,0,0,0
2018-06-06,618.41,6,23,6,0,0,0,0
2018-06-07,2327.76,7,23,6,0,0,0,0
2018-06-07,560.76,7,23,6,0,0,0,0
2018-06-07,563.39,7,23,6,0,0,0,0
2018-06-07,3577.34,7,23,6,0,0,0,0
2018-06-07,585.83,7,23,6,0,0,0,0
2018-06-08,44660.86,8,23,6,0,0,0,0
2018-06-08,2388.37,8,23,6,0,0,0,0
2018-06-08,6584.9,8,23,6,0,0,0,0
2018-06-08,543.81,8,23,6,0,0,0,0
2018-06-08,1368.55,8,23,6,0,0,0,0
2018-06-09,162.56,9,23,6,1,0,0,0
2018-06-09,236.06,9,23,6,1,0,0,0
2018-06-09,528.34,9,23,6,1,0,0,0
2018-06-09,320.11,9,23,6,1,0,0,0
2018-06-09,625.58,9,23,6,1,0,0,0
2018-06-10,546.94,10,23,6,1,0,0,0
2018-06-10,43665.4,10,23,6,1,0,0,0
2018-06-10,2595.99,10,23,6,1,0,0,0
2018-06-10,2352.16,10,23,6,1,0,0,0
2018-06-10,461.07,10,23,6,1,0,0,0
2018-06-10,198.84,10,23,6,1,0,0,0
2018-06-10,244.99,10,23,6,1,0,0,0
2018-06-11,1406.8,11,24,6,0,0,0,0
2018-06-11,306.28,11,24,6,0,0,0,0
2018-06-11,537.21,11,24,6,0,0,0,0
2018-06-12,1474.8,12,24,6,0,0,0,0
2018-06-12,1366.51,12,24,6,0,0,0,0
2018-06-12,3868.48,12,24,6,0,0,0,0
2018-06-12,3607.41,12,24,6,0,0,0,0
2018-06-13,1474.52,13,24,6,0,0,0,0
2018-06-13,2565.26,13,24,6,0,0,0,0
2018-06-13,221.27,13,24,6,0,0,0,0
2018-06-13,516.71,13,24,6,0,0,0,0
2018-06-13,533.71,13,24,6,0,0,0,0
2018-06-14,210.18,14,24,6,0,0,0,0
2018-06-14,303.76,14,24,6,0,0,0,0
2018-06-15,6462.93,15,24,6,0,0,0,0
2018-06-15,166.32,15,24,6,0,0,0,0
2018-06-15,1587.97,15,24,6,0,0,0,0
2018-06-15,223.52,15,24,6,0,0,0,0
