user_id,month,category,monthly_category_spending,total_expense,monthly_income,total_income,total_savings,savings_rate,profile_monthly_income,profile_monthly_expense,income_for_budget,percentage_of_income,percentage_of_expenses,estimated_savings,estimated_savings_rate,category_spending_ratio,age,occupation,savings_goal,financial_goal,credit_score,total_debt,debt_to_income_ratio,expense_to_income_ratio,historical_category_avg,expense_capacity,base_category_budget,savings_adjustment_factor,adjusted_category_budget,recommended_budget
U0001,2018-02,Food,828.0,58713.68,,0.0,-58713.68,0.0,97700.0,59200.0,97700.0,0.8474923234390993,1.410233526496721,38986.32,39.90411463664279,0.0084749232343909,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6009588536335722,2681.921904761905,59200.0,2681.921904761905,0.9,2413.7297142857146,2413.73
U0001,2018-02,Groceries,1231.81,58713.68,,0.0,-58713.68,0.0,97700.0,59200.0,97700.0,1.2608085977482089,2.0979948795578816,38986.32,39.90411463664279,0.012608085977482,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6009588536335722,3655.6705,59200.0,3655.6705,0.9,3290.10345,3290.1
U0001,2018-02,Miscellaneous,401.39,58713.68,,0.0,-58713.68,0.0,97700.0,59200.0,97700.0,0.4108393039918117,0.683639656039274,38986.32,39.90411463664279,0.0041083930399181,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6009588536335722,3035.3214285714284,59200.0,3035.3214285714284,0.9,2731.7892857142856,2731.79
U0001,2018-02,Subscription,153.2,58713.68,,0.0,-58713.68,0.0,97700.0,59200.0,97700.0,0.1568065506653019,0.2609272660136444,38986.32,39.90411463664279,0.001568065506653,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6009588536335722,373.68857142857144,59200.0,373.68857142857144,0.9,336.3197142857143,336.32
U0001,2018-03,Bills,15484.71,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,15.849242579324462,32.4749114289711,50017.93,51.195424769703166,0.1584924257932446,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4880457523029682,26740.37142857143,59200.0,26740.37142857143,0.9,24066.33428571429,24066.33
U0001,2018-03,Entertainment,321.6,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,0.3291709314227226,0.6744673626795146,50017.93,51.195424769703166,0.0032917093142272,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4880457523029682,568.99875,59200.0,568.99875,0.9,512.098875,512.1
U0001,2018-03,Food,2138.49,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,2.188833162743091,4.484893378160805,50017.93,51.195424769703166,0.0218883316274309,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4880457523029682,2681.921904761905,59200.0,2681.921904761905,0.9,2413.7297142857146,2413.73
U0001,2018-03,Fuel,3436.81,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,3.5177175025588534,7.207761743565245,50017.93,51.195424769703166,0.0351771750255885,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4880457523029682,6524.105,59200.0,6524.105,0.9,5871.6945,5871.69
U0001,2018-03,Groceries,2397.96,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,2.4544114636642784,5.029060189710724,50017.93,51.195424769703166,0.0245441146366427,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4880457523029682,3655.6705,59200.0,3655.6705,0.9,3290.10345,3290.1
U0001,2018-03,Insurance,8303.95,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,8.499437052200614,17.41524644378904,50017.93,51.195424769703166,0.0849943705220061,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4880457523029682,17559.68375,59200.0,17559.68375,0.9,15803.715375,15803.72
U0001,2018-03,Other,2535.96,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,2.595660184237462,5.31847715503962,50017.93,51.195424769703166,0.0259566018423746,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4880457523029682,1242.2238461538464,59200.0,1242.2238461538464,0.9,1118.0014615384619,1118.0
U0001,2018-03,Rent,12266.41,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,12.555179119754351,25.725414186087136,50017.93,51.195424769703166,0.1255517911975435,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4880457523029682,19351.027000000002,59200.0,19351.027000000002,0.9,17415.924300000002,17415.92
U0001,2018-03,Shopping,629.02,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,0.6438280450358239,1.3191960835592915,50017.93,51.195424769703166,0.0064382804503582,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4880457523029682,6194.768333333333,59200.0,6194.768333333333,0.9,5575.2915,5575.29
U0001,2018-03,Subscription,167.16,47682.07,,0.0,-47682.07,0.0,97700.0,59200.0,97700.0,0.1710951893551688,0.3505720284375238,50017.93,51.195424769703166,0.0017109518935516,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4880457523029682,373.68857142857144,59200.0,373.68857142857144,0.9,336.3197142857143,336.32
U0001,2018-04,Bills,47241.92,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,163.29197623997828,87.53564560844251,-25037.83,-86.54340766549318,1.6329197623997829,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.865434076654932,26740.37142857143,59200.0,26740.37142857143,1.0,26740.37142857143,26740.37
U0001,2018-04,Entertainment,160.98,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,0.5564283233008249,0.2982835632007987,-25037.83,-86.54340766549318,0.0055642832330082,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.865434076654932,568.99875,59200.0,568.99875,1.0,568.99875,569.0
U0001,2018-04,Food,1310.26,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,4.528921449174673,2.427811041865316,-25037.83,-86.54340766549318,0.0452892144917467,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.865434076654932,2681.921904761905,59200.0,2681.921904761905,1.0,2681.921904761905,2681.92
U0001,2018-04,Fuel,342.99,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,1.1855469661383398,0.6355340995293947,-25037.83,-86.54340766549318,0.0118554696613833,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.865434076654932,6524.105,59200.0,6524.105,1.0,6524.105,6524.1
U0001,2018-04,Groceries,2687.7200000000003,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,9.290120096298256,4.980138517120454,-25037.83,-86.54340766549318,0.0929012009629825,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.865434076654932,3655.6705,59200.0,3655.6705,1.0,3655.6705,3655.67
U0001,2018-04,Miscellaneous,1581.35,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,5.465945639531366,2.9301199693600632,-25037.83,-86.54340766549318,0.0546594563953136,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.865434076654932,3035.3214285714284,59200.0,3035.3214285714284,1.0,3035.3214285714284,3035.32
U0001,2018-04,Other,643.56,53968.78,28930.95,28930.95,-25037.83,-86.54,97700.0,59200.0,28930.95,2.2244689510714304,1.1924672004814634,-25037.83,-86.54340766549318,0.0222446895107143,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.865434076654932,1242.2238461538464,59200.0,1242.2238461538464,1.0,1242.2238461538464,1242.22
U0001,2018-05,Bills,16618.64,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,17.009866939611054,27.155266158909868,36501.41,37.36070624360287,0.1700986693961105,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6263929375639713,26740.37142857143,59200.0,26740.37142857143,0.9,24066.33428571429,24066.33
U0001,2018-05,Entertainment,301.09,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,0.3081780962128966,0.4919884592112334,36501.41,37.36070624360287,0.0030817809621289,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6263929375639713,568.99875,59200.0,568.99875,0.9,512.098875,512.1
U0001,2018-05,Food,3105.23,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,3.178331627430911,5.0740221302484265,36501.41,37.36070624360287,0.0317833162743091,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6263929375639713,2681.921904761905,59200.0,2681.921904761905,0.9,2413.7297142857146,2413.73
U0001,2018-05,Fuel,6314.3,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,6.462947799385875,10.317721372338807,36501.41,37.36070624360287,0.0646294779938587,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6263929375639713,6524.105,59200.0,6524.105,0.9,5871.6945,5871.69
U0001,2018-05,Groceries,7105.360000000001,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,7.272630501535312,11.610332852439903,36501.41,37.36070624360287,0.0727263050153531,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6263929375639713,3655.6705,59200.0,3655.6705,0.9,3290.10345,3290.1
U0001,2018-05,Insurance,8182.16,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,8.374779938587512,13.36985051452983,36501.41,37.36070624360287,0.0837477993858751,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6263929375639713,17559.68375,59200.0,17559.68375,0.9,15803.715375,15803.72
U0001,2018-05,Miscellaneous,4247.35,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,4.347338792221085,6.94027427756097,36501.41,37.36070624360287,0.0434733879222108,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6263929375639713,3035.3214285714284,59200.0,3035.3214285714284,0.9,2731.7892857142856,2731.79
U0001,2018-05,Shopping,15168.63,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,15.525721596724669,24.7859141852778,36501.41,37.36070624360287,0.1552572159672466,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6263929375639713,6194.768333333333,59200.0,6194.768333333333,0.9,5575.2915,5575.29
U0001,2018-05,Subscription,155.83,61198.59,,0.0,-61198.59,0.0,97700.0,59200.0,97700.0,0.1594984646878198,0.2546300494831662,36501.41,37.36070624360287,0.0015949846468781,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6263929375639713,373.68857142857144,59200.0,373.68857142857144,0.9,336.3197142857143,336.32
U0001,2018-06,Bills,22564.43,95349.07,,0.0,-95349.07,0.0,97700.0,59200.0,97700.0,23.09562947799386,23.665076125021457,2350.929999999993,2.406274309109512,0.2309562947799386,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.9759372569089048,26740.37142857143,59200.0,26740.37142857143,0.9,24066.33428571429,24066.33
U0001,2018-06,Food,1120.58,95349.07,,0.0,-95349.07,0.0,97700.0,59200.0,97700.0,1.1469600818833163,1.1752395697199771,2350.929999999993,2.406274309109512,0.0114696008188331,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.9759372569089048,2681.921904761905,59200.0,2681.921904761905,0.9,2413.7297142857146,2413.73
U0001,2018-06,Fuel,14685.75,95349.07,,0.0,-95349.07,0.0,97700.0,59200.0,97700.0,15.031473899692935,15.402090445140155,2350.929999999993,2.406274309109512,0.1503147389969293,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.9759372569089048,6524.105,59200.0,6524.105,0.9,5871.6945,5871.69
U0001,2018-06,Groceries,4043.0,95349.07,,0.0,-95349.07,0.0,97700.0,59200.0,97700.0,4.138178096212897,4.240209159879588,2350.929999999993,2.406274309109512,0.0413817809621289,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.9759372569089048,3655.6705,59200.0,3655.6705,0.9,3290.10345,3290.1
U0001,2018-06,Insurance,8261.33,95349.07,,0.0,-95349.07,0.0,97700.0,59200.0,97700.0,8.455813715455477,8.664300553744257,2350.929999999993,2.406274309109512,0.0845581371545547,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.9759372569089048,17559.68375,59200.0,17559.68375,0.9,15803.715375,15803.72
U0001,2018-06,Other,1008.58,95349.07,,0.0,-95349.07,0.0,97700.0,59200.0,97700.0,1.0323234390992837,1.0577764418677602,2350.929999999993,2.406274309109512,0.0103232343909928,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.9759372569089048,1242.2238461538464,59200.0,1242.2238461538464,0.9,1118.0014615384619,1118.0
U0001,2018-06,Rent,43665.4,95349.07,,0.0,-95349.07,0.0,97700.0,59200.0,97700.0,44.69334698055271,45.7953077046268,2350.929999999993,2.406274309109512,0.4469334698055271,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.9759372569089048,19351.027000000002,59200.0,19351.027000000002,0.9,17415.924300000002,17415.92
U0001,2018-07,Bills,14314.02,43837.990000000005,,0.0,-43837.99,0.0,97700.0,59200.0,97700.0,14.650992835209824,32.65209011635798,53862.01,55.12999999999999,0.1465099283520982,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4487,26740.37142857143,59200.0,26740.37142857143,0.9,24066.33428571429,24066.33
U0001,2018-07,Entertainment,316.11,43837.990000000005,,0.0,-43837.99,0.0,97700.0,59200.0,97700.0,0.3235516888433982,0.7210868928981461,53862.01,55.12999999999999,0.0032355168884339,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4487,568.99875,59200.0,568.99875,0.9,512.098875,512.1
U0001,2018-07,Food,596.63,43837.990000000005,,0.0,-43837.99,0.0,97700.0,59200.0,97700.0,0.610675537359263,1.3609884942261266,53862.01,55.12999999999999,0.0061067553735926,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4487,2681.921904761905,59200.0,2681.921904761905,0.9,2413.7297142857146,2413.73
U0001,2018-07,Fuel,9760.8,43837.990000000005,,0.0,-43837.99,0.0,97700.0,59200.0,97700.0,9.990583418628454,22.26561938629029,53862.01,55.12999999999999,0.0999058341862845,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4487,6524.105,59200.0,6524.105,0.9,5871.6945,5871.69
U0001,2018-07,Groceries,1829.69,43837.990000000005,,0.0,-43837.99,0.0,97700.0,59200.0,97700.0,1.872763561924258,4.17375431674673,53862.01,55.12999999999999,0.0187276356192425,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4487,3655.6705,59200.0,3655.6705,0.9,3290.10345,3290.1
U0001,2018-07,Shopping,16709.43,43837.990000000005,,0.0,-43837.99,0.0,97700.0,59200.0,97700.0,17.102794268167862,38.1163233077064,53862.01,55.12999999999999,0.1710279426816786,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4487,6194.768333333333,59200.0,6194.768333333333,0.9,5575.2915,5575.29
U0001,2018-07,Subscription,311.31,43837.990000000005,,0.0,-43837.99,0.0,97700.0,59200.0,97700.0,0.3186386898669396,0.7101374857743249,53862.01,55.12999999999999,0.0031863868986693,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4487,373.68857142857144,59200.0,373.68857142857144,0.9,336.3197142857143,336.32
U0001,2018-08,Bills,48544.79,59606.98,,0.0,-59606.98,0.0,97700.0,59200.0,97700.0,49.68760491299898,81.4414519910252,38093.02,38.98978505629478,0.4968760491299898,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6101021494370522,26740.37142857143,59200.0,26740.37142857143,0.9,24066.33428571429,24066.33
U0001,2018-08,Food,1335.37,59606.98,,0.0,-59606.98,0.0,97700.0,59200.0,97700.0,1.3668065506653018,2.240291321586834,38093.02,38.98978505629478,0.013668065506653,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6101021494370522,2681.921904761905,59200.0,2681.921904761905,0.9,2413.7297142857146,2413.73
U0001,2018-08,Fuel,4008.64,59606.98,,0.0,-59606.98,0.0,97700.0,59200.0,97700.0,4.103009211873081,6.725118434116273,38093.02,38.98978505629478,0.0410300921187308,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6101021494370522,6524.105,59200.0,6524.105,0.9,5871.6945,5871.69
U0001,2018-08,Miscellaneous,60.0,59606.98,,0.0,-59606.98,0.0,97700.0,59200.0,97700.0,0.0614124872057318,0.1006593523107528,38093.02,38.98978505629478,0.0006141248720573,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6101021494370522,3035.3214285714284,59200.0,3035.3214285714284,0.9,2731.7892857142856,2731.79
U0001,2018-08,Other,4396.030000000001,59606.98,,0.0,-59606.98,0.0,97700.0,59200.0,97700.0,4.499518935516889,7.37502554231065,38093.02,38.98978505629478,0.0449951893551688,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6101021494370522,1242.2238461538464,59200.0,1242.2238461538464,0.9,1118.0014615384619,1118.0
U0001,2018-08,Shopping,1262.15,59606.98,,0.0,-59606.98,0.0,97700.0,59200.0,97700.0,1.2918628454452403,2.117453358650279,38093.02,38.98978505629478,0.0129186284544524,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.6101021494370522,6194.768333333333,59200.0,6194.768333333333,0.9,5575.2915,5575.29
U0001,2018-09,Bills,13144.06,46068.97,,0.0,-46068.97,0.0,97700.0,59200.0,97700.0,13.453490276356192,28.531265187825987,51631.03,52.84649948822927,0.1345349027635619,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4715350051177073,26740.37142857143,59200.0,26740.37142857143,0.9,24066.33428571429,24066.33
U0001,2018-09,Food,8275.74,46068.97,,0.0,-46068.97,0.0,97700.0,59200.0,97700.0,8.470562947799385,17.963805138252493,51631.03,52.84649948822927,0.0847056294779938,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4715350051177073,2681.921904761905,59200.0,2681.921904761905,0.9,2413.7297142857146,2413.73
U0001,2018-09,Fuel,10742.2,46068.97,,0.0,-46068.97,0.0,97700.0,59200.0,97700.0,10.995087001023542,23.31764743166605,51631.03,52.84649948822927,0.1099508700102354,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4715350051177073,6524.105,59200.0,6524.105,0.9,5871.6945,5871.69
U0001,2018-09,Groceries,3443.5,46068.97,,0.0,-46068.97,0.0,97700.0,59200.0,97700.0,3.524564994882293,7.474662446327756,51631.03,52.84649948822927,0.0352456499488229,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4715350051177073,3655.6705,59200.0,3655.6705,0.9,3290.10345,3290.1
U0001,2018-09,Miscellaneous,6147.84,46068.97,,0.0,-46068.97,0.0,97700.0,59200.0,97700.0,6.292569089048107,13.34486097692221,51631.03,52.84649948822927,0.062925690890481,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4715350051177073,3035.3214285714284,59200.0,3035.3214285714284,0.9,2731.7892857142856,2731.79
U0001,2018-09,Other,607.8499999999999,46068.97,,0.0,-46068.97,0.0,97700.0,59200.0,97700.0,0.6221596724667348,1.319434751851409,51631.03,52.84649948822927,0.0062215967246673,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4715350051177073,1242.2238461538464,59200.0,1242.2238461538464,0.9,1118.0014615384619,1118.0
U0001,2018-09,Shopping,3707.78,46068.97,,0.0,-46068.97,0.0,97700.0,59200.0,97700.0,3.7950665301944726,8.048324067154097,51631.03,52.84649948822927,0.0379506653019447,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4715350051177073,6194.768333333333,59200.0,6194.768333333333,0.9,5575.2915,5575.29
U0001,2018-10,Bills,2898.24,53558.63,47321.64,47321.64,-6236.99,-13.18,97700.0,59200.0,47321.64,6.124555277458684,5.411340805394014,-6236.989999999998,-13.179995452397671,0.0612455527745868,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.1317999545239767,26740.37142857143,59200.0,26740.37142857143,1.0,26740.37142857143,26740.37
U0001,2018-10,Food,2176.4,53558.63,47321.64,47321.64,-6236.99,-13.18,97700.0,59200.0,47321.64,4.599164356941138,4.063584150677492,-6236.989999999998,-13.179995452397671,0.0459916435694113,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.1317999545239767,2681.921904761905,59200.0,2681.921904761905,1.0,2681.921904761905,2681.92
U0001,2018-10,Fuel,4678.31,53558.63,47321.64,47321.64,-6236.99,-13.18,97700.0,59200.0,47321.64,9.886195829223164,8.73493216686088,-6236.989999999998,-13.179995452397671,0.0988619582922316,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.1317999545239767,6524.105,59200.0,6524.105,1.0,6524.105,6524.1
U0001,2018-10,Groceries,6384.87,53558.63,47321.64,47321.64,-6236.99,-13.18,97700.0,59200.0,47321.64,13.492495188247911,11.921272071372998,-6236.989999999998,-13.179995452397671,0.1349249518824791,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.1317999545239767,3655.6705,59200.0,3655.6705,1.0,3655.6705,3655.67
U0001,2018-10,Miscellaneous,1089.23,53558.63,47321.64,47321.64,-6236.99,-13.18,97700.0,59200.0,47321.64,2.301758772519296,2.033715201453062,-6236.989999999998,-13.179995452397671,0.0230175877251929,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.1317999545239767,3035.3214285714284,59200.0,3035.3214285714284,1.0,3035.3214285714284,3035.32
U0001,2018-10,Rent,33955.28,53558.63,47321.64,47321.64,-6236.99,-13.18,97700.0,59200.0,47321.64,71.75423336976486,63.39833561836813,-6236.989999999998,-13.179995452397671,0.7175423336976486,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.1317999545239767,19351.027000000002,59200.0,19351.027000000002,1.0,19351.027000000002,19351.03
U0001,2018-10,Shopping,2376.3,53558.63,47321.64,47321.64,-6236.99,-13.18,97700.0,59200.0,47321.64,5.021592658242614,4.436819985873425,-6236.989999999998,-13.179995452397671,0.0502159265824261,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,1.1317999545239767,6194.768333333333,59200.0,6194.768333333333,1.0,6194.768333333333,6194.77
U0001,2018-11,Bills,14502.61,46496.68,,0.0,-46496.68,0.0,97700.0,59200.0,97700.0,14.844022517911975,31.19063554645192,51203.32,52.40872057318321,0.1484402251791197,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4759127942681678,26740.37142857143,59200.0,26740.37142857143,0.9,24066.33428571429,24066.33
U0001,2018-11,Food,5805.719999999999,46496.68,,0.0,-46496.68,0.0,97700.0,59200.0,97700.0,5.942395087001023,12.48631085058116,51203.32,52.40872057318321,0.0594239508700102,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4759127942681678,2681.921904761905,59200.0,2681.921904761905,0.9,2413.7297142857146,2413.73
U0001,2018-11,Fuel,5947.549999999999,46496.68,,0.0,-46496.68,0.0,97700.0,59200.0,97700.0,6.087563971340838,12.791343381936086,51203.32,52.40872057318321,0.0608756397134083,60,Accountant,23600.0,Higher Education,676,1131700.0,0.9652848857045376,0.4759127942681678,6524.105,59200.0,6524.105,0.9,5871.6945,5871.69
